lock_version,model_run_id,player_key,season,position,history_depth,limited_history,is_rookie,year_exp,has_prior_outcome,projection_provider_count,projection_trajectory_prior_year_available,adp_median,actual,method,prediction,residual,pred_resid_5,pred_resid_10,pred_resid_25,pred_resid_50,pred_resid_75,pred_resid_90,pred_resid_95,resid_calibration_available,resid_calibration_pool,resid_calibration_rows,crps,covered_50,covered_80,interval_width_50,interval_width_80
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260803T042536Z_b4f0f20f,00502395-b3d2-5e90-b01d-3851aec0df28,2018,WR,veteran_with_history,0,0.0,11.0,1,4.0,1,183.3,8.8,production,7.817607621530301,0.9823923784697,-4.616030100926823,-3.6361700883708865,-2.2713266374032166,-0.8396293755558837,1.1507678199362807,2.683224554221435,3.640685941912505,1,position_history,111,0.9538495630446504,True,True,3.4220944573394974,6.3193946425923215
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260803T042536Z_b4f0f20f,01116a05-438c-534f-a070-ba3de6f5a5d3,2018,WR,veteran_with_history,0,0.0,8.0,1,4.0,1,46.1,8.88,production,11.312260844598692,-2.432260844598691,-4.616030100926823,-3.6361700883708865,-2.2713266374032166,-0.8396293755558837,1.1507678199362807,2.683224554221435,3.640685941912505,1,position_history,111,1.1172085195756893,False,True,3.4220944573394974,6.3193946425923215
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260803T042536Z_b4f0f20f,017db7bf-afdc-568a-aa35-36dd614ddca3,2018,TE,veteran_with_history,0,0.0,4.0,1,1.0,1,,2.9499999999999997,production,3.5134011590945913,-0.5634011590945915,-4.2921993374833525,-3.60268865872421,-2.2452319250741324,-0.7964904335353049,1.0888593389200238,3.4261904385832924,4.770000090141332,1,global,402,0.614309976779287,True,True,3.3340912639941562,7.028879097307502
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260803T042536Z_b4f0f20f,01a82437-ea57-5c07-8ce6-ea632dee563c,2018,WR,veteran_with_history,0,0.0,10.0,1,4.0,1,188.24,6.808571428571428,production,7.377219169884259,-0.568647741312831,-4.616030100926823,-3.6361700883708865,-2.2713266374032166,-0.8396293755558837,1.1507678199362807,2.683224554221435,3.640685941912505,1,position_history,111,0.6061434883254571,True,True,3.4220944573394974,6.3193946425923215
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260803T042536Z_b4f0f20f,02c529f0-7a77-52ec-9c41-c418be8e793f,2018,TE,veteran_with_history,0,0.0,3.0,1,2.0,1,,1.7,production,2.941965254345193,-1.2419652543451931,-4.2921993374833525,-3.60268865872421,-2.2452319250741324,-0.7964904335353049,1.0888593389200238,3.4261904385832924,4.770000090141332,1,global,402,0.6687311875445325,True,True,3.3340912639941562,7.028879097307502
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260803T042536Z_b4f0f20f,02e1fe8f-ad36-5898-b1c5-3a4615cdefcf,2018,WR,veteran_with_history,0,0.0,5.0,1,4.0,1,76.7,7.354545454545455,production,9.834693606083974,-2.4801481515385184,-4.616030100926823,-3.6361700883708865,-2.2713266374032166,-0.8396293755558837,1.1507678199362807,2.683224554221435,3.640685941912505,1,position_history,111,1.143098285138283,False,True,3.4220944573394974,6.3193946425923215
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260803T042536Z_b4f0f20f,03651d35-e813-52ba-9b8d-3ca4dd4d24a0,2018,WR,veteran_with_history,0,0.0,2.0,1,4.0,1,274.985,5.992857142857143,production,5.899203297357427,0.09365384549971623,-4.616030100926823,-3.6361700883708865,-2.2713266374032166,-0.8396293755558837,1.1507678199362807,2.683224554221435,3.640685941912505,1,position_history,111,0.6686137568645618,True,True,3.4220944573394974,6.3193946425923215
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260803T042536Z_b4f0f20f,03a8dae8-91af-5b7d-81f6-c5328b5a5aa6,2018,TE,second_year,1,0.0,1.0,0,1.0,1,,3.2454545454545456,production,3.355275170441841,-0.10982062498729528,-4.2921993374833525,-3.60268865872421,-2.2452319250741324,-0.7964904335353049,1.0888593389200238,3.4261904385832924,4.770000090141332,1,global,402,0.6449463267067959,True,True,3.3340912639941562,7.028879097307502
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260803T042536Z_b4f0f20f,03cd3c3b-8222-563f-9188-4bd9f4a7904b,2018,TE,veteran_with_history,0,0.0,4.0,1,3.0,1,169.8,5.642857142857143,production,6.693669617950076,-1.0508124750929326,-4.2921993374833525,-3.60268865872421,-2.2452319250741324,-0.7964904335353049,1.0888593389200238,3.4261904385832924,4.770000090141332,1,global,402,0.6533564807682866,True,True,3.3340912639941562,7.028879097307502
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260803T042536Z_b4f0f20f,05914e88-c625-5225-8f1e-d634a85750ef,2018,WR,veteran_with_history,0,0.0,5.0,1,4.0,1,250.37,6.0,production,5.266750416879213,0.733249583120787,-4.616030100926823,-3.6361700883708865,-2.2713266374032166,-0.8396293755558837,1.1507678199362807,2.683224554221435,3.640685941912505,1,position_history,111,0.8505749859391392,True,True,3.4220944573394974,6.3193946425923215
