player_key,player,pos,season,pool_overlap_share,height_distance_delta,weight_distance_delta,effective_sample_size_delta
9916d928-6327-5a7f-9ae1-1ec039c6cb21,Aaron Rodgers,QB,2017,0.9875,-0.012162920488162643,-0.005946839217247646,-0.1515379852949863
b4f0261b-58ea-51e6-8342-780b4f31418b,Tom Brady,QB,2017,0.9875,-0.013089273668212442,-0.012126076261588792,0.5521333685444532
b53cd9da-5302-5803-8dc0-c4cb4ec42927,Drew Brees,QB,2017,0.9875,-0.032999590149988545,-0.027593746896279137,0.7859292308397627
805959bf-d59f-504f-abaa-98bcf0481637,Russell Wilson,QB,2017,0.95,-0.05481508154348913,-0.06788625783877644,-3.057246605491194
070a032d-e19f-5afd-8aa2-5b49d2736619,Matt Ryan,QB,2017,0.975,-0.017566877416770488,-0.015626189997689416,-1.2419072999492258
beb784d7-8af2-5381-873e-2287a37d4f37,Jameis Winston,QB,2017,0.9625,-0.014206400567070038,-0.02130417039662913,-0.22087641349680354
5944c982-aadb-5aa6-b8a1-809cc5e6fce1,Matthew Stafford,QB,2017,0.9125,-0.029972558460774512,-0.05739454805166794,1.375188230621177
0e1c1cf3-a023-55da-9ef3-b52cbc04e1a1,Cam Newton,QB,2017,0.9625,-0.042644576280693625,-0.05234171764313256,1.5008219943691685
9b030c9d-5325-5fdb-a8fa-a79631f2897c,Kirk Cousins,QB,2017,0.925,-0.03512527920004527,-0.05985582870014994,-5.188843325269893
e722f964-f5cb-5b3f-8060-65ba2101afe9,Ben Roethlisberger,QB,2017,0.9625,-0.027972827317652993,-0.03118608523977029,-0.8379791209294325
8d5300d8-e939-50a0-ae30-6124af36ef5b,Marcus Mariota,QB,2017,0.9625,-0.01612877356558612,-0.010911224986952128,3.133392100938323
f5534cc0-db92-53a4-b1a8-f2493702388b,Philip Rivers,QB,2017,1.0,-0.015804239802299086,-0.009038019090421845,-0.7598532569872205
7b4909e3-c8b2-5d03-9727-65629b87a53f,Andrew Luck,QB,2017,0.9375,-0.01679536957784078,-0.03417639778902637,3.1146012673914356
c346e7f8-fe06-57e2-a5a1-925e5c9e43ee,Derek Carr,QB,2017,0.9625,-0.02796844355912914,-0.04389181402681663,-1.494201954067755
34beb3fa-5005-5be2-b163-32949f96ec1b,Dak Prescott,QB,2017,0.975,-0.010773579010907586,-0.010345088540905378,1.3992718629002283
38cc56d5-c433-5c30-9189-2f328863acc0,Eli Manning,QB,2017,0.975,-0.006270927822958544,-0.014234123224930284,1.349838214517753
f911b2d2-de2b-56cb-8460-37ee3e9e8fdd,Andy Dalton,QB,2017,0.925,-0.04681922949607664,-0.025746979376320644,-0.7294825501824107
06db6fd1-8f8b-599c-9f54-3360e7e3fccf,Carson Palmer,QB,2017,0.975,-0.018373498319381176,-0.016657983744576887,-0.4393847575452483
9f08f3c3-af3e-508a-8b15-2cbfa4ad2f03,Carson Wentz,QB,2017,0.925,-0.04390664586184745,-0.056677324849903676,3.005470336441512
74a040f9-d7fa-5d7f-b1db-635f481002ea,Tyrod Taylor,QB,2017,0.9125,-0.053286102434685734,-0.0502686356591161,1.204277732586462
259d2b5d-f3b0-5389-a954-5e8bc03a3cb8,Joe Flacco,QB,2017,0.95,-0.0350901383509199,-0.04030150302446933,-2.93976552121498
aefb525e-f3a6-50b7-b839-2e2e673aaa95,Alex Smith,QB,2017,0.95,-0.013027735000664703,-0.03592730632244451,-0.9293911279498204
b64a8149-19c0-519e-8862-ca2dcf2afef4,Deshone Kizer,QB,2017,0.9625,-0.018713639606602744,-0.027555398185713065,-0.7550015621557407
b744e4fc-9ec6-5815-8413-350c18a0aaf3,Blake Bortles,QB,2017,0.9375,-0.03448894660693641,-0.04478154608875856,-0.17494951213416243
ddff7001-901a-5613-aec1-d6b75f355649,Le'Veon Bell,RB,2017,0.9625,-0.04928790114158732,-0.04277221056829,1.554445581674102
0d787d64-6e76-5e2e-8161-05fc44709513,Devonta Freeman,RB,2017,0.9,-0.0758304772348673,-0.05686687858107092,5.705591476269909
219674b8-4ad5-5529-9058-a49cd3f38ede,Melvin Gordon,RB,2017,0.95,-0.037969335469311694,-0.00903049517689114,3.612755250775791
9ca12b6f-7285-57ff-bd88-8f0c1adb1e63,Lesean Mccoy,RB,2017,0.95,-0.013188546350199837,-0.025295392433934777,2.151353572363149
4afd7f79-475b-5a1a-8488-d353d4212281,Jordan Howard,RB,2017,0.95,-0.018858608220912676,-0.01384910227172434,0.4532882987210556
4b2b193e-ad85-597b-8fa9-349c81e80317,Jay Ajayi,RB,2017,0.9375,-0.02647056142625781,-0.014596954189272204,1.7259727211723899
7405e0c6-7137-5435-9940-e072b72ba73e,Ezekiel Elliott,RB,2017,0.925,-0.026806887809900593,-0.02953522615399201,1.7129166242577298
376dbf81-3c0e-5d6c-9f72-5f2d2d3f91fd,Todd Gurley,RB,2017,0.95,-0.04093830463149578,-0.0186661595872728,1.6268568409550568
decceee7-186e-5b4f-9396-4fe4a8ea4ca0,Demarco Murray,RB,2017,0.9125,-0.05392846707927462,-0.017094950365390743,2.5327872219732726
8a434def-07b4-5c6a-967b-ef0015b5e8d8,Leonard Fournette,RB,2017,0.9625,-0.018162724476932568,-0.019486490428924835,-0.23977884719784015
447b185a-9ecd-51f6-8921-30a0206a573c,Dalvin Cook,RB,2017,0.9625,-0.018249738100536317,-0.024024335577644607,0.5916932165003601
3460ab43-a99c-573e-915c-7e99bade6d4d,Lamar Miller,RB,2017,0.975,-0.019309568551786116,-0.007764095693475193,2.0570008296803763
e07d3f8d-4844-56f8-9663-65ceaa3310d8,Christian Mccaffrey,RB,2017,0.95,-0.010303561199455136,-0.019103711112393285,0.0627390584668106
2f3a5f36-ad51-527b-8fdc-ca0a5e431ad6,Ty Montgomery,RB,2017,0.9625,-0.020987388734264645,-0.017158562134919786,2.459986044005568
f973b1c8-3470-57f5-bc68-42e35a830411,Joe Mixon,RB,2017,0.95,-0.03401037394777112,-0.013724141918630695,1.440878014997601
66189aed-5c9e-5bc5-8c40-c7301396498e,Marshawn Lynch,RB,2017,0.975,-0.01230115711544233,-0.011097205917661057,3.819492473541615
39b24959-e203-5417-aef6-4189a3a0aff1,Isaiah Crowell,RB,2017,0.9625,-0.010182636754259955,-0.01394475019055938,0.9427242906676128
