"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","birthdate","draft_year","injury_status","injury_details","season_year","week"
"1","Joe Burrow","CIN","QB","14777","weighted",4623.12893488573,153.452398158747,38.4696420871065,3.9357356091965,10.2313928417421,1.48478116650619,192.933160845192,20.6778030181394,1.95670547649849,0.607064670263421,3.80077619663648,0.415045903402651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"2","Brock Purdy","SF","QB","15698","weighted",4193.73436826218,240.970943113319,27.7737386804657,3.00805718836151,12.6686071582579,1.63148892762184,277.453643811988,28.9904067569665,3.4096162138853,0.928597784667156,2.75835489435101,0.371100531964234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-12-27,2022,NA,NA,NA,NA
"3","Tua Tagovailoa","MIA","QB","14778","weighted",4109.58128503665,337.575537931217,27.1670547649849,4.22614948367187,11.5287623975852,1.38670841449757,88.3497197067702,35.6879072510731,0.688227684346701,0.500603391539224,3.62340448469168,0.632551234178576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"4","Jared Goff","DET","QB","12611","weighted",4401.78180250108,107.557080853867,32.3812850366537,4.73231362061106,11.9190168175938,1.27609302158039,76.017248814144,55.461375787492,0.547218628719276,0.537939773792523,2.58196420871065,0.298189581283942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-10-14,2016,NA,NA,NA,NA
"5","Matthew Stafford","LAR","QB","9431","weighted",4055.61750754636,239.936676639406,26.9679172056921,3.83100729359959,9.90155239327296,1.64521756360723,60.3419577404053,52.307353487447,0.447218628719276,0.504127756988183,2.43261103924105,0.32588091748228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-02-07,2009,"Q","Back",2025,0
"6","Baker Mayfield","TB","QB","13590","weighted",4213.93445450625,141.135719594766,33.6981457524795,2.64306467832355,14.6431651573954,1.62396941284497,279.844760672704,36.7493846091084,2.31841310909875,0.476572953156652,3.751886589047,0.376258219624724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-04-14,2018,NA,NA,NA,NA
"7","Dak Prescott","DAL","QB","12620","weighted",4177.14230271669,183.897935530221,29.4405347132385,2.65471284939383,12.3543337645537,1.43004292253199,165.182837429927,31.338158924988,1.76606295817163,0.410040926210822,2.62450409659336,0.305882379744513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-07-29,2016,NA,NA,NA,NA
"8","C.J. Stroud","HOU","QB","16150","weighted",4010.25830099181,188.235927032041,25.5939629150496,3.50499352886199,10.8922380336352,0.967527354446758,234.277274687365,31.959226661667,1.73229840448469,1.01909971332477,3.64495472186287,0.318580135375979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-10-03,2023,NA,NA,NA,NA
"9","Patrick Mahomes","KC","QB","13116","weighted",4225.7602414834,128.333796868417,32.1003449762829,3.94604739992103,12.0141009055627,0.0376120269659704,336.514014661492,35.6904467803205,2.38891763691246,0.492937160307966,2.15605864596809,0.113796701833521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA
"10","Trevor Lawrence","JAC","QB","15237","weighted",3983.47692971108,214.01710782549,25.0369124622682,3.34099619557935,13.3497628288055,1.6720812635525,250.282880551962,18.8314289576643,3.36075894782234,0.790408384907534,4.18414187149633,0.200074046801153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"11","Geno Smith","LVR","QB","11150","weighted",3901.7602414834,337.681395790057,23.7354031910306,3.82645796158686,12.8824062095731,1.8459699892358,233.982319965502,35.3356695132115,1.7237602414834,0.455144093635855,2.02232643380768,0.602965001261183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-10-10,2013,NA,NA,NA,NA
"12","Josh Allen","BUF","QB","13589","weighted",3885.72574385511,165.277300915944,30.0533850797758,2.51848215767683,10.0739974126779,1.67750086831156,560.256576110393,39.3272091511362,11.4741699008193,1.45513916232169,2.66039241052178,0.479173892920457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-05-21,2018,NA,NA,NA,NA
"13","Caleb Williams","CHI","QB","16579","weighted",3780.88184562311,273.108657854125,26.7163001293661,4.59188809020667,9.87050452781371,1.46292304999479,477.79517033204,61.8757281993166,2.00189736955584,1.1174307725168,4.81475851660198,0.467480000402458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-11-18,2024,NA,NA,NA,NA
"14","Justin Herbert","LAC","QB","14779","weighted",3890.94566623545,204.953382378755,26.1931435963778,2.8570612148135,7.71983613626563,1.75317322756774,279.357912893489,21.3137632325762,2.61772315653299,0.4843809075635,2.12773824924536,0.0887378842343783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"15","J.J. McCarthy","MIN","QB","16584","weighted",3959.77619663648,116.310187852579,27.5610608020699,2.81550226798643,14.2719275549806,1.95797900396262,275.971108236309,59.764800827625,1.79529969814575,0.67702207989462,3.99901897369556,0.604470243477721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-01-20,2024,NA,NA,NA,NA
"16","Lamar Jackson","BAL","QB","13593","weighted",3845.7843898232,189.193066875515,33.611254851229,3.77798963954109,7.70776196636481,1.57426312166335,875.110823630875,48.7131186301713,4.0012936610608,0.575227939137283,4.61651573954291,0.319177524269496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-01-07,2018,NA,NA,NA,NA
"17","Michael Penix Jr.","ATL","QB","16583","weighted",3913.2518326865,216.607650668323,24.6725312634756,3.59013422010517,14.1197067701596,2.83585814952338,161.294523501509,61.1239985210094,2.16175075463562,0.777394501153158,2.7379042690815,0.345821642315483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-05-08,2024,NA,NA,NA,NA
"18","Jayden Daniels","WAS","QB","16581","weighted",3803.66149202242,162.137635097757,27.7304010349288,3.0831017748685,10.1964208710651,1.37944902416166,829.47779215179,57.3084356665657,6.0865028029323,1.09200451085835,1.58318240620957,0.819617283768144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-12-18,2024,NA,NA,NA,NA
"19","Kyler Murray","ARI","QB","14056","weighted",3833.58559724019,162.101113374553,25.6453212591634,5.24419531794312,11.1332470892626,1.06919006614539,556.632600258732,35.452270540977,4.75066839154808,0.557514556052768,3.46093143596378,0.312691817272172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"20","Jordan Love","GB","QB","14782","weighted",3887.16990081932,168.641582253934,28.4695558430358,2.86060305435708,11.8591203104787,1.07408197017582,153.834842604571,20.8936805765117,1.83755929279862,0.379578184892185,1.951347563605,0.602451820685693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"21","Sam Darnold","SEA","QB","13592","weighted",3781.63691246227,254.803706969982,24.0761103924105,2.64274210378522,13.3262613195343,2.91697643761862,198.6347563605,23.8032526006669,1.67442863303148,0.734501281778294,2.86620310478655,0.864457020562231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-06-05,2018,NA,NA,NA,NA
"22","Aaron Rodgers","PIT","QB","7836","weighted",3785.42820181113,121.307813554968,25.6805519620526,5.08780312585251,10.7694264769297,1.32414160220434,109.858128503665,53.0699415964255,1.09271237602415,0.909121031219415,2.88573738680466,0.491452151286916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983-12-02,2005,NA,NA,NA,NA
"23","Bo Nix","DEN","QB","16582","weighted",3756.94825355757,163.400031313596,28.2975420439845,3.86512799339795,12.1856403622251,1.04753954019321,440.830961621389,34.9480120342883,3.40392410521777,0.805069514444321,1.41979301423027,0.892350966536707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-02-25,2024,NA,NA,NA,NA
"24","Bryce Young","CAR","QB","16148","weighted",3487.90944372574,315.528648180101,23.4004312203536,4.91668210284028,11.9260457093575,1.68254986650513,301.919361793877,19.6785161770329,3.99974126778784,0.876060163196093,3.48943510133678,0.771879166866208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-07-25,2023,NA,NA,NA,NA
"25","Cam Ward","TEN","QB","17030","weighted",3497.74687365244,269.294292613302,22.3208279430789,2.63720848926043,13.5287192755498,1.60504972258283,306.230702889176,115.92894320523,2.23014230271669,1.2977603459336,4.21246226821906,0.233556806187951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-05-25,2025,NA,NA,NA,NA
"26","Kirk Cousins","ATL","QB","10700","weighted",1666.8069522036,1817.95722016273,10.4635009310987,10.5868825163737,6.00291744258225,5.74185946128476,27.356921166977,20.0276252420944,0,0,0.84355472791227,0.108008860490786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-08-19,2012,NA,NA,NA,NA
"27","Jalen Hurts","PHI","QB","14783","weighted",3396.62613195343,193.312816239756,23.4461405778353,2.83943033060729,7.9272100043122,1.44676524033649,659.527382492454,77.0139401932446,13.3244933160845,1.26564225416055,3.81499568779646,0.415230486649079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"28","Drake Maye","NE","QB","16580","weighted",3480.66019836136,138.237776259095,23.7502802932298,4.12759275872958,13.1954290642518,1.43777665208744,530.788702026736,74.7870740048486,3.2141440275981,0.922230455887988,5.42382492453644,1.07265006767143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-08-30,2024,NA,NA,NA,NA
"29","Russell Wilson","NYG","QB","10703","weighted",2784.71194480379,610.261180604525,18.2360931435964,6.97318697772656,8.32871927554981,2.38871148762525,189.693833548944,66.369794369492,1.87123760241483,0.71906122897691,3.54431867184131,0.916065724814575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-11-29,2012,NA,NA,NA,NA
"30","Justin Fields","NYJ","QB","15238","weighted",3079.8029322984,416.85683221113,19.8441138421734,3.33730671402988,10.3071582578698,2.15204090717653,670.683484260457,232.070843776436,5.47874083656749,1.92380709372536,2.42026735661923,0.946175312631962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,"Q","Toe",2025,0
"31","Anthony Richardson","IND","QB","16152","weighted",2325.77705907719,649.781141853735,15.4653298835705,8.26827437391309,11.677964639931,4.23649645306139,534.937041828374,135.290488444727,5.49577404053471,1.44938164096602,4.11108236308754,1.39267251450788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-05-22,2023,NA,NA,NA,NA
"32","Tyler Shough","NO","QB","17039","weighted",2364.30421982336,586.734769455899,13.9838076545633,6.66779918056592,9.26496565260059,3.44268862436502,185.02649656526,60.9390941742678,1.50034347399411,0.81884454003627,2.85610893032385,0.18127078958282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-09-28,2025,NA,NA,NA,NA
"33","Joe Flacco","CLE","QB","9064","weighted",1808.72294092281,614.234591854859,11.7763819095477,3.82576833076656,8.72793969849246,4.49565819316447,24.473178094006,23.6316630636893,0.168219059939629,0.37196970638897,3.42512936610608,0.760548472126647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-01-16,2008,NA,NA,NA,NA
