player_key,player,pos,season,pool_overlap_share,height_distance_delta,weight_distance_delta,effective_sample_size_delta
9916d928-6327-5a7f-9ae1-1ec039c6cb21,Aaron Rodgers,QB,2017,0.975,-0.01517197262477099,-0.00792444682213278,-0.24692138812777387
b4f0261b-58ea-51e6-8342-780b4f31418b,Tom Brady,QB,2017,0.9875,-0.013019752466186751,-0.012062610936085905,0.5237015778093976
b53cd9da-5302-5803-8dc0-c4cb4ec42927,Drew Brees,QB,2017,0.9875,-0.03194644990000456,-0.02672424829725023,0.7409461653467062
805959bf-d59f-504f-abaa-98bcf0481637,Russell Wilson,QB,2017,0.9375,-0.05960583771487221,-0.07147165480710982,-2.9429606413293214
070a032d-e19f-5afd-8aa2-5b49d2736619,Matt Ryan,QB,2017,0.975,-0.016043366216898808,-0.015004531966376855,-1.1906070663234019
beb784d7-8af2-5381-873e-2287a37d4f37,Jameis Winston,QB,2017,0.9625,-0.013360943613248383,-0.020257295483595117,-0.2901710758350049
5944c982-aadb-5aa6-b8a1-809cc5e6fce1,Matthew Stafford,QB,2017,0.9125,-0.029971447616866043,-0.05732816201614205,1.3119038751782028
e722f964-f5cb-5b3f-8060-65ba2101afe9,Ben Roethlisberger,QB,2017,0.95,-0.03244983436411594,-0.033393486264798766,-0.6579426894862834
0e1c1cf3-a023-55da-9ef3-b52cbc04e1a1,Cam Newton,QB,2017,0.9125,-0.05158241857144036,-0.06210246802043007,1.9061656677604333
9b030c9d-5325-5fdb-a8fa-a79631f2897c,Kirk Cousins,QB,2017,0.95,-0.027689423088256643,-0.05179681368569633,-4.565648993058545
7b4909e3-c8b2-5d03-9727-65629b87a53f,Andrew Luck,QB,2017,0.9625,-0.012512469585128583,-0.03691015434293432,1.4584177612432967
f5534cc0-db92-53a4-b1a8-f2493702388b,Philip Rivers,QB,2017,0.9875,-0.0176584421393223,-0.011161567613797496,-0.8298641572106362
8d5300d8-e939-50a0-ae30-6124af36ef5b,Marcus Mariota,QB,2017,0.975,-0.012613863569159306,-0.011843573063486879,0.6464957666169795
38cc56d5-c433-5c30-9189-2f328863acc0,Eli Manning,QB,2017,0.9625,-0.014364144742065876,-0.011084596368657995,0.6314362368364286
c346e7f8-fe06-57e2-a5a1-925e5c9e43ee,Derek Carr,QB,2017,0.9375,-0.03314094278488572,-0.042906678955982935,-1.7498421734073801
34beb3fa-5005-5be2-b163-32949f96ec1b,Dak Prescott,QB,2017,0.975,-0.013762942696640967,-0.007911953021028095,1.2504729283670954
f911b2d2-de2b-56cb-8460-37ee3e9e8fdd,Andy Dalton,QB,2017,0.9375,-0.043955494602045675,-0.02731428589081661,-0.5857179346441512
06db6fd1-8f8b-599c-9f54-3360e7e3fccf,Carson Palmer,QB,2017,0.9625,-0.022633955147553564,-0.017764930532984446,-0.5290435060933234
9f08f3c3-af3e-508a-8b15-2cbfa4ad2f03,Carson Wentz,QB,2017,0.925,-0.04389885581247649,-0.05667271818119002,2.9864841360315992
74a040f9-d7fa-5d7f-b1db-635f481002ea,Tyrod Taylor,QB,2017,0.9125,-0.05318165255983931,-0.05024659945873228,1.1367687754317473
259d2b5d-f3b0-5389-a954-5e8bc03a3cb8,Joe Flacco,QB,2017,0.95,-0.03497809715202149,-0.040130576078427294,-2.869741438248262
aefb525e-f3a6-50b7-b839-2e2e673aaa95,Alex Smith,QB,2017,0.95,-0.012840410603650931,-0.034675663715733995,-0.913462146726097
13cf76af-bac9-5c77-8d62-e2301ba490d9,Jimmy Garoppolo,QB,2017,0.975,-0.016979914240984995,-0.009179426313075584,-0.6633572733119593
b744e4fc-9ec6-5815-8413-350c18a0aaf3,Blake Bortles,QB,2017,0.9375,-0.034493151030974945,-0.044789281090247435,-0.16883488221614584
ddff7001-901a-5613-aec1-d6b75f355649,Le'Veon Bell,RB,2017,0.9625,-0.049336190955867,-0.042857432800793405,1.4521996068478416
0d787d64-6e76-5e2e-8161-05fc44709513,Devonta Freeman,RB,2017,0.9125,-0.07189570739767392,-0.05047410548746101,5.85281603843039
219674b8-4ad5-5529-9058-a49cd3f38ede,Melvin Gordon,RB,2017,0.9625,-0.03560648654601867,-0.009110691358372724,3.8292769553313377
9ca12b6f-7285-57ff-bd88-8f0c1adb1e63,Lesean Mccoy,RB,2017,0.95,-0.012407645958219693,-0.026564712326184653,2.032185469481675
4afd7f79-475b-5a1a-8488-d353d4212281,Jordan Howard,RB,2017,0.95,-0.01887121611998388,-0.013862090533769328,0.444250806095134
7405e0c6-7137-5435-9940-e072b72ba73e,Ezekiel Elliott,RB,2017,0.9375,-0.024513390468227314,-0.030879432980077837,1.9018322600775122
4b2b193e-ad85-597b-8fa9-349c81e80317,Jay Ajayi,RB,2017,0.95,-0.02236627477869335,-0.01223654952001979,1.8303458844138305
376dbf81-3c0e-5d6c-9f72-5f2d2d3f91fd,Todd Gurley,RB,2017,0.9375,-0.04680676405978523,-0.021850840132485144,1.8844832530077582
decceee7-186e-5b4f-9396-4fe4a8ea4ca0,Demarco Murray,RB,2017,0.925,-0.051626774808335996,-0.01451637240456416,2.4154726514550546
447b185a-9ecd-51f6-8921-30a0206a573c,Dalvin Cook,RB,2017,0.95,-0.018966000738608157,-0.026814103733722172,0.3978335756876348
8a434def-07b4-5c6a-967b-ef0015b5e8d8,Leonard Fournette,RB,2017,0.975,-0.01861948415452963,-0.019685177811382765,-0.39321398568475985
3460ab43-a99c-573e-915c-7e99bade6d4d,Lamar Miller,RB,2017,0.9625,-0.021830198005304724,-0.00673569691270709,2.01545719244087
e07d3f8d-4844-56f8-9663-65ceaa3310d8,Christian Mccaffrey,RB,2017,0.9625,-0.012389922428330757,-0.01565128510839553,0.07476514459184358
2f3a5f36-ad51-527b-8fdc-ca0a5e431ad6,Ty Montgomery,RB,2017,0.9625,-0.020954933479929883,-0.017163905134858132,2.42548583223698
f973b1c8-3470-57f5-bc68-42e35a830411,Joe Mixon,RB,2017,0.95,-0.03391468392240554,-0.013656275065218687,1.422185054305018
66189aed-5c9e-5bc5-8c40-c7301396498e,Marshawn Lynch,RB,2017,0.975,-0.01213257352309699,-0.011075801954322562,3.588366730515375
39b24959-e203-5417-aef6-4189a3a0aff1,Isaiah Crowell,RB,2017,0.975,-0.008725968387308408,-0.011495098101188955,0.8415515269756142
0d1b0a31-08ec-5142-8eba-1e49e340edbd,Carlos Hyde,RB,2017,0.9375,-0.0206577372183136,-0.02325520321847141,-0.9090400060197581
3f0b675d-ef58-5606-8f9e-73bc2a9b4118,Kareem Hunt,RB,2017,0.9625,-0.014164074985597574,-0.01210351752709185,1.9220919326162758
fabf6353-7334-57cd-8ba3-010b285d7f72,Mark Ingram,RB,2017,0.9375,-0.04148166347109322,-0.01838925727930016,4.861631618641752
22332b51-03ed-5c65-85e6-97f67445610c,Ameer Abdullah,RB,2017,0.9125,-0.04656285507728625,-0.055660692481532104,-1.303177165680971
e733e84e-dd15-5acf-b899-83e12a12a5ee,Paul Perkins,RB,2017,0.975,-0.013346086088833642,-0.023906488260914738,1.3419927512826604
c2a24c72-7adb-550a-96bf-b1c7a694a4d9,Cj Anderson,RB,2017,0.9625,-0.02287012818787193,-0.011539023810951426,1.1565303770511406
e770dad3-3881-5d2d-a004-07d9b9f2abc3,Bilal Powell,RB,2017,0.9375,-0.023884048347494247,-0.03848691149666256,4.133438269555562
b6682420-fc31-5778-99f6-8e166e25c924,Tevin Coleman,RB,2017,0.975,-0.02270759821435081,-0.0038725640141573647,2.892823882569573
c73cee7b-1288-52d3-90e2-95951af13f8a,Frank Gore,RB,2017,0.9,-0.04221154201388044,-0.031412155877377,-1.0522215257440592
bb28c6e9-cb9f-5fd5-bc98-02b6d85de666,Eddie Lacy,RB,2017,0.925,-0.00988721122191799,-0.03933517039146933,2.6913156750478535
3ddc0755-c7e3-52a8-a699-0c19e17ade0b,Mike Gillislee,RB,2017,0.9875,-0.007946708026257826,-0.0130955732280717,0.35288464380654716
38073db7-d384-5baa-8ae4-250b8b1e3fb8,Duke Johnson,RB,2017,0.925,-0.024915580958047467,-0.016805032695186628,1.8946480224305446
b09b2e5c-d899-578e-88c6-1ed8ca67a8c7,Danny Woodhead,RB,2017,0.975,-0.02891738446347919,-0.023245625011874438,0.004663455313057341
09c6915e-4f15-588e-8fef-a05fed645f78,Terrance West,RB,2017,0.9625,-0.009234156143972605,-0.013294643607835582,0.9506758659981784
4c7d9699-fea7-531d-a994-de6c4823c9c5,Theo Riddick,RB,2017,0.9,-0.037589194359301636,-0.041223062824835954,-0.06523493092527133
1910cb17-cce6-5ac9-bb2e-8ea9784d1dc1,Doug Martin,RB,2017,0.95,-0.024207226284086558,-0.005239509118795144,2.4520573529804324
19919ee8-572f-5d8b-9953-b8582525b7ac,Adrian Peterson,RB,2017,0.95,-0.0297094939580127,-0.012113812681712743,2.739551876429843
bdd08484-e660-5432-93f4-6006cb7a2cef,Rob Kelley,RB,2017,0.975,-0.01143608390283296,-0.018167539351896966,1.8707368254524823
