year,trial,chance_level,status,roster,required_construction_hits,allowed_construction_misses,construction_hit_count,construction_cap_probability,heldout_cap_probability,heldout_salary_spend_mean,heldout_salary_spend_p90,heldout_salary_spend_p95,point_salary_spend,managed_forecast_season_points,actual_cap_feasible,actual_cap_overage,actual_points_if_affordable,raw_actual_points_audit_only,salary_model_fallback_players,minimum_salary_fallback_players,contains_top_n,qb_count,rb_count,wr_count,te_count,actual_points,drafted_only_points,actual_waiver_starts,actual_salary_spend,actual_salary_missing_players,raw_outcome_missing_players
2022,0,0.6,optimal,Breece Hall|Chase Claypool|Dontrell Hilliard|Drake London|Elijah Mitchell|Garrett Wilson|James Cook|Josh Allen|Kenneth Walker|Mark Andrews|Mike Gesicki|Nick Chubb|Rhamondre Stevenson,12,8,15,0.75,0.45,298.92903250277044,308.92202706336974,312.2979256629944,301.39504766464233,1572.10595703125,False,48.0,,1532.260009765625,0,0,True,1,7,3,2,1532.260009765625,1619.0400390625,39,346.0,2,0
2022,0,0.7,optimal,Breece Hall|Chase Claypool|Dontrell Hilliard|Drake London|Elijah Mitchell|Garrett Wilson|James Cook|Josh Allen|Kenneth Walker|Mark Andrews|Mike Gesicki|Nick Chubb|Rhamondre Stevenson,14,6,15,0.75,0.45,298.92903250277044,308.92202706336974,312.2979256629944,301.39504766464233,1572.10595703125,False,48.0,,1532.260009765625,0,0,True,1,7,3,2,1532.260009765625,1619.0400390625,39,346.0,2,0
2022,0,0.8,optimal,Allen Lazard|Breece Hall|Chase Claypool|Dontrell Hilliard|Drake London|James Cook|Jaylen Waddle|Kenneth Walker|Kyler Murray|Mark Andrews|Mike Gesicki|Nick Chubb|Rhamondre Stevenson,16,4,16,0.8,0.635,293.53082830011846,304.78731110095976,306.9712928056717,300.41098260879517,1552.4144287109375,False,34.0,,1534.35986328125,0,0,True,1,6,4,2,1534.35986328125,1473.260009765625,38,332.0,2,0
2022,0,0.9,optimal,Allen Lazard|Breece Hall|Chase Claypool|Dontrell Hilliard|Drake London|Elijah Mitchell|Jalen Hurts|James Cook|Kenneth Walker|Mark Andrews|Mike Gesicki|Nick Chubb|Rhamondre Stevenson,18,2,18,0.9,0.93,284.7836294275522,295.343826687336,299.359038734436,288.71983575820923,1540.793212890625,False,35.0,,1525.5,0,0,True,1,7,3,2,1525.5,1561.679931640625,40,333.0,2,0
2022,1,0.6,optimal,Aj Dillon|Brevin Jordan|Dalton Schultz|Dalvin Cook|Darrel Williams|Ezekiel Elliott|Gabriel Davis|Gus Edwards|James Cook|James Robinson|Joe Burrow|Michael Pittman|Treylon Burks,12,8,13,0.65,0.61,296.3135757648945,304.6774315595627,311.37056229114535,292.8884787559509,1523.5067138671875,False,11.0,,1387.8199462890625,0,0,True,1,7,3,2,1387.8199462890625,1386.239990234375,40,309.0,3,0
2022,1,0.7,optimal,Aj Dillon|Brevin Jordan|Dalton Schultz|Dalvin Cook|Darrel Williams|Ezekiel Elliott|Gabriel Davis|Gus Edwards|James Cook|James Robinson|Michael Pittman|Russell Wilson|Treylon Burks,14,6,16,0.8,0.735,294.1263273155689,303.6640422582626,307.98990166187286,290.5886664390564,1534.8134765625,False,2.0,,1308.860107421875,0,0,True,1,7,3,2,1308.860107421875,1189.4599609375,50,300.0,3,0
2022,1,0.8,optimal,Aj Dillon|Brevin Jordan|Dalton Schultz|Dalvin Cook|Darrel Williams|Ezekiel Elliott|Gabriel Davis|Gus Edwards|James Cook|James Robinson|Michael Pittman|Russell Wilson|Treylon Burks,16,4,16,0.8,0.735,294.1263273155689,303.6640422582626,307.98990166187286,290.5886664390564,1534.8134765625,False,2.0,,1308.860107421875,0,0,True,1,7,3,2,1308.860107421875,1189.4599609375,50,300.0,3,0
2022,1,0.9,optimal,Aj Dillon|Brevin Jordan|Dalton Schultz|Darrel Williams|Davante Adams|Ezekiel Elliott|Gabriel Davis|James Cook|James Robinson|Michael Pittman|Russell Wilson|Tony Pollard|Treylon Burks,18,2,19,0.95,0.89,288.525128390193,298.8160627603531,302.3664134502411,290.01553297042847,1546.8428955078125,False,19.0,,1408.56005859375,0,0,True,1,6,4,2,1408.56005859375,1364.8599853515625,49,317.0,2,0
2022,2,0.6,optimal,Alexander Mattison|Breece Hall|Clyde Edwards Helaire|Dak Prescott|Deandre Hopkins|George Kittle|Joe Mixon|Rachaad White|Rashaad Penny|Tim Patrick|Tony Pollard|Travis Kelce|Tyler Boyd,12,8,14,0.7,0.545,297.0785903853178,307.7554025888443,310.61973824501035,296.20444560050964,1563.32080078125,False,54.0,,1500.6199951171875,1,1,True,1,7,3,2,1500.6199951171875,1521.60009765625,47,352.0,2,1
2022,2,0.7,optimal,Alexander Mattison|Breece Hall|Clyde Edwards Helaire|Dak Prescott|Deandre Hopkins|George Kittle|Joe Mixon|Rachaad White|Rashaad Penny|Tim Patrick|Tony Pollard|Travis Kelce|Tyler Boyd,14,6,14,0.7,0.545,297.0785903853178,307.7554025888443,310.61973824501035,296.20444560050964,1563.32080078125,False,54.0,,1500.6199951171875,1,1,True,1,7,3,2,1500.6199951171875,1521.60009765625,47,352.0,2,1
2022,2,0.8,optimal,Alexander Mattison|Amari Cooper|Breece Hall|Clyde Edwards Helaire|Dak Prescott|Deandre Hopkins|Joe Mixon|Mike Gesicki|Rachaad White|Rashaad Penny|Tim Patrick|Tony Pollard|Travis Kelce,16,4,17,0.85,0.64,294.51500239908694,304.70977993011473,307.908505320549,294.3755967617035,1557.0609130859375,False,44.0,,1593.2200927734375,1,1,True,1,7,3,2,1593.2200927734375,1494.0999755859375,47,342.0,3,1
2022,2,0.9,optimal,Alexander Mattison|Amari Cooper|Breece Hall|Clyde Edwards Helaire|Dak Prescott|Joe Mixon|Mike Gesicki|Rachaad White|Rashaad Penny|Tim Patrick|Tony Pollard|Travis Kelce|Tyler Boyd,18,2,18,0.9,0.845,289.9921731495857,300.7669809579849,303.3254903316498,289.08647322654724,1548.2152099609375,False,35.0,,1533.4200439453125,1,1,True,1,7,3,2,1533.4200439453125,1504.199951171875,49,333.0,3,1
2022,3,0.6,optimal,Aaron Jones|Breece Hall|Dallas Goedert|Darrel Williams|Diontae Johnson|Dk Metcalf|George Kittle|James Robinson|Kenneth Gainwell|Marquise Brown|Myles Gaskin|Patrick Mahomes|Rondale Moore,12,8,15,0.75,0.66,294.84288016617296,305.05961722135544,307.6229295372963,295.3935549259186,1559.5972900390625,True,0.0,1557.43994140625,1557.43994140625,1,1,True,1,6,4,2,1557.43994140625,1545.9599609375,36,258.0,2,0
2022,3,0.7,optimal,Aaron Jones|Breece Hall|Dallas Goedert|Darrel Williams|Diontae Johnson|Dk Metcalf|George Kittle|James Robinson|Kenneth Gainwell|Marquise Brown|Myles Gaskin|Patrick Mahomes|Rondale Moore,14,6,15,0.75,0.66,294.84288016617296,305.05961722135544,307.6229295372963,295.3935549259186,1559.5972900390625,True,0.0,1557.43994140625,1557.43994140625,1,1,True,1,6,4,2,1557.43994140625,1545.9599609375,36,258.0,2,0
2022,3,0.8,optimal,Aaron Jones|Breece Hall|Dallas Goedert|Darrel Williams|Diontae Johnson|Dk Metcalf|George Kittle|Kenneth Gainwell|Marquise Brown|Myles Gaskin|Patrick Mahomes|Rondale Moore|Russell Gage,16,4,17,0.85,0.81,291.11831135571003,300.8376377940178,303.1594055712223,293.64509654045105,1558.6724853515625,True,0.0,1559.6400146484375,1559.6400146484375,1,1,True,1,5,5,2,1559.6400146484375,1513.9599609375,43,253.0,2,0
2022,3,0.9,optimal,Aaron Jones|Breece Hall|Christian Kirk|Dallas Goedert|Darrel Williams|Diontae Johnson|Dk Metcalf|Kenneth Gainwell|Marquise Brown|Myles Gaskin|Patrick Mahomes|Rondale Moore|Zach Ertz,18,2,18,0.9,0.875,289.0961826390028,298.5350502729416,300.80555552840235,292.6618564128876,1525.685791015625,True,0.0,1552.4400634765625,1552.4400634765625,1,1,True,1,5,5,2,1552.4400634765625,1522.3599853515625,38,249.0,2,0
2022,4,0.6,optimal,Cordarrelle Patterson|Dallas Goedert|Darren Waller|Devonta Smith|Ezekiel Elliott|James Cook|James Robinson|Josh Allen|Juju Smith Schuster|Michael Carter|Najee Harris|Rondale Moore|Russell Gage,12,8,15,0.75,0.65,295.4179993081093,305.6849045276642,307.88857806921004,299.24479055404663,1580.94775390625,True,0.0,1498.760009765625,1498.760009765625,0,0,True,1,6,4,2,1498.760009765625,1512.639892578125,33,283.0,0,0
