player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
A.Q. Shipley,5150,C,ARZ,16,100.0,1,1,71.9,75.6,70.0,8,12,691,100.0,100.0,98.3,5,22,2,1148,1148,0,0,1148,748,748,0,0,400,0
Jahri Evans,3053,G,NO,16,100.0,1,20,69.0,78.2,60.7,3,21,688,100.0,100.0,98.0,6,26,2,1138,0,0,0,1138,730,730,1138,0,408,0
Donovan Smith,9467,T,TB,16,100.0,0,30,63.9,62.8,67.3,13,41,643,100.0,100.0,95.3,13,57,3,1135,0,0,1135,1135,701,701,0,0,434,0
Ali Marpet,9494,G,TB,16,100.0,2,30,82.7,78.5,82.9,3,21,643,100.0,100.0,97.8,9,26,2,1135,0,0,0,1135,701,701,1135,0,434,0
Jason Kelce,6343,C,PHI,16,100.0,1,24,71.4,53.3,79.1,5,23,662,100.0,100.0,97.7,9,29,1,1132,1131,0,0,1132,702,702,0,0,430,0
Zach Strief,3155,T,NO,16,100.0,2,20,77.4,77.7,70.4,7,22,676,100.0,100.0,97.6,5,31,2,1125,0,0,0,1125,717,717,0,1122,408,3
Greg Mancz,10019,C,HST,16,100.0,0,13,77.4,84.6,71.3,4,13,628,100.0,100.0,98.5,3,18,1,1119,1119,0,0,1119,670,670,0,0,449,0
Rodney Hudson,6207,C,OAK,16,100.0,1,23,82.0,89.3,80.6,0,9,629,100.0,100.0,99.3,8,9,0,1115,1115,0,0,1115,684,684,0,0,431,0
Gabe Jackson,8716,G,OAK,16,100.0,2,23,74.8,79.2,69.8,5,19,628,100.0,100.0,98.1,6,24,0,1115,0,0,0,1115,683,683,1114,0,432,0
David Andrews,9948,C,NE,16,100.0,0,19,70.3,74.5,67.2,5,16,594,100.0,100.0,98.2,6,21,0,1114,1114,0,0,1114,641,641,0,0,473,0
Joe Thuney,10712,G,NE,16,99.9,1,19,63.9,64.6,65.1,9,32,593,99.8,99.8,95.9,10,45,4,1113,0,1112,0,1114,640,641,0,0,473,2
A.J. Cann,9500,G,JAX,16,100.0,1,15,72.6,75.3,67.5,5,22,699,100.0,100.0,97.5,5,31,4,1113,0,0,0,1113,746,746,1113,0,367,0
Jermey Parnell,5426,T,JAX,16,100.0,2,15,73.0,72.9,74.4,6,28,699,100.0,100.0,97.0,13,38,4,1113,0,0,0,1113,746,746,0,1113,367,0
Jeremy Zuttah,4397,C,BLT,16,100.0,0,3,73.2,78.6,68.0,1,25,703,100.0,100.0,97.7,6,29,3,1109,1109,0,0,1109,755,755,0,0,354,0
Andrew Norwell,9126,G,CAR,16,100.0,0,5,77.3,77.7,72.5,3,23,608,100.0,100.0,97.4,5,29,3,1108,0,1104,0,1108,656,656,0,4,452,0
Donald Penn,3459,T,OAK,16,99.9,1,23,90.0,82.7,90.1,3,24,621,99.8,99.9,97.7,10,28,1,1107,0,0,1081,1108,676,677,0,24,431,2
Mike Remmers,7431,T,CAR,16,100.0,5,5,71.2,71.0,69.3,3,36,607,100.0,100.0,95.3,15,48,9,1106,0,0,837,1106,655,655,0,227,451,42
Trai Turner,8727,G,CAR,16,100.0,3,5,67.0,64.5,70.8,4,34,603,100.0,100.0,96.5,11,40,2,1098,0,0,2,1098,650,650,860,236,448,0
Jason Peters,2148,T,PHI,16,100.0,2,24,86.9,90.9,79.8,8,13,650,100.0,100.0,97.8,12,25,4,1098,0,0,1093,1098,689,689,0,0,409,5
Max Unger,4972,C,NO,15,100.0,0,20,75.1,83.7,68.4,2,8,656,100.0,100.0,99.1,1,11,1,1091,1091,0,0,1091,697,697,0,0,394,0
Kevin Zeitler,7032,G,CIN,16,100.0,0,7,83.3,86.0,78.2,3,15,625,100.0,100.0,98.4,5,19,1,1087,0,1,0,1087,660,660,1086,0,427,0
Alejandro Villanueva,9091,T,PIT,16,100.0,2,25,78.2,80.7,70.7,5,34,617,100.0,100.0,95.9,8,45,6,1084,0,0,1083,1084,666,666,0,0,418,0
Lane Taylor,8365,G,GB,16,100.0,2,12,66.3,76.4,58.9,2,30,696,100.0,100.0,97.6,6,33,1,1084,0,1084,0,1084,742,742,0,0,342,0
David DeCastro,7640,G,PIT,16,100.0,2,25,83.0,83.5,81.5,5,14,616,100.0,100.0,98.1,14,21,2,1082,0,0,0,1082,664,664,1081,0,418,0
Chris Clark,4623,T,HST,16,100.0,8,13,57.0,49.8,64.0,9,52,602,100.0,100.0,93.9,13,67,6,1077,0,0,308,1077,642,642,0,768,435,1
Max Garcia,9566,G,DEN,16,100.0,2,10,72.2,70.4,69.3,5,22,628,100.0,100.0,97.2,5,31,4,1074,0,1072,0,1074,673,673,0,0,401,0
Anthony Castonzo,6174,T,IND,16,100.0,0,14,83.4,79.0,77.9,8,37,666,100.0,100.0,95.7,4,51,6,1074,0,0,1073,1074,719,719,0,0,355,1
Matt Paradis,8841,C,DEN,16,100.0,0,10,90.2,82.7,90.0,0,14,628,100.0,100.0,98.4,4,17,3,1073,1072,0,0,1073,673,673,0,0,400,0
Ereck Flowers,9442,T,NYG,16,100.0,1,21,69.7,64.3,73.2,8,47,624,100.0,100.0,95.0,13,59,4,1062,0,0,1059,1062,659,659,0,0,403,3
Jack Conklin,10642,T,TEN,16,100.0,0,31,80.6,80.9,74.0,2,27,553,100.0,100.0,97.0,2,31,2,1062,0,0,41,1062,603,603,4,1016,459,0
Ben Jones,7099,C,TEN,16,100.0,0,31,72.9,78.1,70.4,2,12,553,100.0,100.0,98.2,4,17,3,1061,1061,0,0,1061,603,603,0,0,458,0
Russell Okung,5531,T,DEN,16,100.0,2,10,74.0,71.2,73.4,4,50,620,100.0,100.0,95.0,11,58,4,1061,0,0,1057,1061,663,663,0,0,398,2
Richie Incognito,2298,G,BUF,16,100.0,0,4,76.5,83.1,71.8,7,13,572,100.0,100.0,97.7,7,23,3,1060,0,1059,0,1060,613,613,0,0,447,0
John Jerry,5598,G,NYG,16,100.0,0,21,73.3,77.2,67.4,5,15,623,100.0,100.0,98.1,4,22,2,1060,0,0,0,1060,658,658,1060,0,402,0
Russell Bodine,8746,C,CIN,16,100.0,0,7,69.5,63.9,70.0,2,20,607,100.0,100.0,97.2,2,28,6,1060,1060,0,0,1060,642,642,0,0,418,0
Mark Glowinski,9567,G,SEA,16,100.0,2,29,61.4,56.2,63.9,10,28,648,100.0,100.0,96.3,7,43,5,1059,0,1058,0,1059,689,689,0,0,370,0
Zack Martin,8651,G,DAL,16,100.0,0,9,88.7,83.6,84.0,1,13,539,100.0,100.0,98.3,2,16,2,1058,0,0,0,1058,571,571,1058,0,487,0
Travis Frederick,7812,C,DAL,16,100.0,0,9,84.9,85.1,84.5,1,8,539,100.0,100.0,99.2,5,9,0,1058,1058,0,0,1058,571,571,0,0,487,0
Doug Free,3738,T,DAL,16,100.0,1,9,67.7,66.9,66.6,7,30,539,100.0,100.0,95.1,7,45,8,1058,0,0,0,1058,571,571,0,1058,487,0
Bryan Bulaga,5548,T,GB,16,100.0,0,12,75.7,83.6,59.4,2,28,679,100.0,100.0,97.2,5,34,4,1056,0,0,1,1056,726,726,0,1055,330,0
David Bakhtiari,7891,T,GB,16,100.0,2,12,86.4,94.3,65.4,0,16,672,100.0,100.0,98.2,8,20,4,1055,0,0,1054,1055,718,718,1,0,337,0
Xavier Su'a-Filo,8668,G,HST,16,100.0,0,13,67.4,64.2,66.7,7,25,595,100.0,100.0,96.1,2,39,7,1054,0,1052,0,1054,635,635,0,0,419,0
Andrew Whitworth,3000,T,CIN,16,98.9,2,7,84.0,93.7,69.2,0,11,604,98.1,98.2,98.4,7,15,4,1052,0,59,956,1064,639,651,0,0,413,32
John Miller,9514,G,BUF,16,100.0,0,4,69.6,66.5,66.9,2,27,558,100.0,100.0,96.7,4,33,4,1047,0,0,0,1047,600,600,1046,0,447,0
Weston Richburg,8678,C,NYG,16,100.0,1,21,78.0,86.0,72.5,1,8,611,100.0,100.0,98.9,3,11,2,1047,1047,0,0,1047,644,644,0,0,403,0
Brandon Scherff,9438,G,WAS,16,100.0,0,32,77.2,75.2,76.4,7,25,625,100.0,100.0,97.3,8,33,1,1045,0,0,0,1045,665,665,1045,0,380,0
Chris Chester,3001,G,ATL,16,100.0,0,2,69.7,58.6,72.5,12,27,593,100.0,100.0,95.7,4,45,6,1041,0,0,0,1041,628,628,1041,0,413,0
Ryan Schraeder,8496,T,ATL,16,100.0,0,2,82.8,76.8,88.3,6,18,593,100.0,100.0,97.0,9,30,6,1041,0,0,0,1041,628,628,0,1041,413,0
Michael Schofield III,8730,G,DEN,16,100.0,2,10,72.0,73.1,66.9,6,20,611,100.0,100.0,97.5,7,28,2,1041,0,0,13,1041,654,654,927,100,387,0
