run_id,feature_run_id,target_name,model_name,model_family,prediction_kind,feature_set,pipeline_variant,player_key,season,position,team,fold,training_through_season,actual,baseline_prediction,model_prediction,final_prediction,residual_actual,residual_prediction,opportunity_games,has_prior_outcome,is_rookie,year_exp,projection_provider_count
m4a_knn_rf_models_20260728T211401Z_25f3e852,milestone_3_20260728T143652Z_86d0c2de,conditional_ppg,projection_core_knn,knn,direct,projection_core,raw,00502395-b3d2-5e90-b01d-3851aec0df28,2017,WR,NO,1,2016,11.150000000000002,9.91875,9.966633906553318,9.966633906553318,1.2312500000000028,0.04788390655331831,14.0,1,0.0,10.0,3.0
m4a_knn_rf_models_20260728T211401Z_25f3e852,milestone_3_20260728T143652Z_86d0c2de,conditional_ppg,projection_core_knn,knn,direct,projection_core,raw,006d6e97-5088-5763-9fce-72ff5ff45d7e,2017,QB,ARI,3,2016,11.69,0.82725,14.066089109918963,14.066089109918963,10.86275,13.238839109918963,4.0,1,0.0,10.0,4.0
m4a_knn_rf_models_20260728T211401Z_25f3e852,milestone_3_20260728T143652Z_86d0c2de,conditional_ppg,projection_core_knn,knn,direct,projection_core,raw,00e78b0e-b83e-5172-95f4-888a75977bb8,2017,WR,IND,3,2016,2.2583333333333333,3.7802759074941465,4.5576080085426875,4.5576080085426875,-1.5219425741608132,0.777332101048541,12.0,1,0.0,6.0,3.0
m4a_knn_rf_models_20260728T211401Z_25f3e852,milestone_3_20260728T143652Z_86d0c2de,conditional_ppg,projection_core_knn,knn,direct,projection_core,raw,01116a05-438c-534f-a070-ba3de6f5a5d3,2017,WR,DEN,3,2016,12.813333333333334,14.756250000000001,13.7401484006284,13.7401484006284,-1.942916666666667,-1.016101599371602,15.0,1,0.0,7.0,3.0
m4a_knn_rf_models_20260728T211401Z_25f3e852,milestone_3_20260728T143652Z_86d0c2de,conditional_ppg,projection_core_knn,knn,direct,projection_core,raw,01429bee-98f5-5f9a-bb7f-b7b74971c7b4,2017,WR,LAR,0,2016,1.5555555555555556,1.53125,3.895779023904424,3.895779023904424,0.02430555555555558,2.364529023904424,9.0,1,0.0,1.0,3.0
m4a_knn_rf_models_20260728T211401Z_25f3e852,milestone_3_20260728T143652Z_86d0c2de,conditional_ppg,projection_core_knn,knn,direct,projection_core,raw,01a82437-ea57-5c07-8ce6-ea632dee563c,2017,WR,NE,4,2016,9.542857142857143,6.237406176814987,8.018556277317371,8.018556277317371,3.305450966042156,1.7811501005023844,14.0,1,0.0,9.0,3.0
m4a_knn_rf_models_20260728T211401Z_25f3e852,milestone_3_20260728T143652Z_86d0c2de,conditional_ppg,projection_core_knn,knn,direct,projection_core,raw,02309952-4f46-54bd-a025-4de5c26988fc,2017,RB,SEA,1,2016,8.30909090909091,0.0,5.939246031746032,5.939246031746032,8.30909090909091,5.939246031746032,11.0,0,0.0,1.0,1.0
m4a_knn_rf_models_20260728T211401Z_25f3e852,milestone_3_20260728T143652Z_86d0c2de,conditional_ppg,projection_core_knn,knn,direct,projection_core,raw,02e1fe8f-ad36-5898-b1c5-3a4615cdefcf,2017,WR,SF,3,2016,11.053333333333335,7.21875,7.6143214199918585,7.6143214199918585,3.8345833333333346,0.3955714199918585,15.0,1,0.0,4.0,3.0
m4a_knn_rf_models_20260728T211401Z_25f3e852,milestone_3_20260728T143652Z_86d0c2de,conditional_ppg,projection_core_knn,knn,direct,projection_core,raw,03651d35-e813-52ba-9b8d-3ca4dd4d24a0,2017,WR,IND,0,2016,6.144444444444444,5.039004334929102,7.215417748835286,7.215417748835286,1.1054401095153423,2.176413413906184,9.0,1,0.0,1.0,3.0
m4a_knn_rf_models_20260728T211401Z_25f3e852,milestone_3_20260728T143652Z_86d0c2de,conditional_ppg,projection_core_knn,knn,direct,projection_core,raw,03a021d9-fa9f-5db6-99fc-c79a23f269d5,2017,TE,NE,4,2016,1.0875,0.0,3.4441666666666664,3.4441666666666664,1.0875,3.4441666666666664,8.0,0,1.0,0.0,1.0
