run_id,target_version,league,player_key,gsis_id,display_name,origin_season,target_season,position,team,origin_expert_ppg,predicted_next_year_residual,predicted_next_year_conditional_ppg,predicted_next_year_appearance_probability,match_next_residual_rank_pct,match_next_participation_probability,training_through_origin,target_outcome_through,forecast_status
v2_next_year_dk_20260826T203123Z_d53f3a7d,v2_next_year_expert_residual_v1,dk,00502395-b3d2-5e90-b01d-3851aec0df28,00-0025396,Ted Ginn,2011,2012,WR,SF,2.15625,1.5831662589623476,3.739416258962348,0.6698804290545171,0.6388888888888888,0.6698804290545171,2009,2010,causal_historical_handoff
v2_next_year_dk_20260826T203123Z_d53f3a7d,v2_next_year_expert_residual_v1,dk,01116a05-438c-534f-a070-ba3de6f5a5d3,00-0027874,Demaryius Thomas,2011,2012,WR,DEN,0.8500000000000001,5.380815987327883,6.230815987327883,0.7446464571026236,0.9513888888888888,0.7446464571026236,2009,2010,causal_historical_handoff
v2_next_year_dk_20260826T203123Z_d53f3a7d,v2_next_year_expert_residual_v1,dk,0160ce69-4d3b-5e67-b73b-f5aaef2f68a4,00-0026279,Ryan Torain,2011,2012,RB,WAS,7.4625,-1.6337654867725935,5.828734513227407,0.848268464186441,0.35,0.848268464186441,2009,2010,causal_historical_handoff
v2_next_year_dk_20260826T203123Z_d53f3a7d,v2_next_year_expert_residual_v1,dk,01a82437-ea57-5c07-8ce6-ea632dee563c,00-0026035,Danny Amendola,2011,2012,WR,LAR,12.86875,-2.2965583066793087,10.572191693320692,0.9106013832589781,0.16666666666666666,0.9106013832589781,2009,2010,causal_historical_handoff
v2_next_year_dk_20260826T203123Z_d53f3a7d,v2_next_year_expert_residual_v1,dk,02363083-7f28-50eb-a6de-a2ba9dc7b8e1,00-0023541,Kyle Orton,2011,2012,QB,DEN,12.875,1.5537853441927174,14.428785344192718,0.8674073157076362,0.16,0.8674073157076362,2009,2010,causal_historical_handoff
v2_next_year_dk_20260826T203123Z_d53f3a7d,v2_next_year_expert_residual_v1,dk,03277771-6e4a-5cf9-83b2-d564150de550,00-0024296,Charlie Whitehurst,2011,2012,QB,SEA,2.99625,4.206561492536935,7.202811492536934,0.6277503356250428,0.68,0.6277503356250428,2009,2010,causal_historical_handoff
v2_next_year_dk_20260826T203123Z_d53f3a7d,v2_next_year_expert_residual_v1,dk,03bffb51-91e2-5006-98a3-b05a1fc7b232,00-0023439,Cedric Benson,2011,2012,RB,CIN,12.9375,-4.278081166357178,8.659418833642821,0.9340448898909925,0.02,0.9340448898909925,2009,2010,causal_historical_handoff
v2_next_year_dk_20260826T203123Z_d53f3a7d,v2_next_year_expert_residual_v1,dk,04537221-b3f0-585e-b026-5f9820051b3d,00-0019642,Plaxico Burress,2011,2012,WR,NYJ,8.5375,0.7991030053028055,9.336603005302806,0.6299869949653029,0.5486111111111112,0.6299869949653029,2009,2010,causal_historical_handoff
v2_next_year_dk_20260826T203123Z_d53f3a7d,v2_next_year_expert_residual_v1,dk,051ca631-1677-5c9a-8dd0-90b6bc508028,00-0028043,Roy Helu,2011,2012,RB,WAS,3.5125,6.092736688038109,9.605236688038108,0.776969490323054,0.99,0.776969490323054,2009,2010,causal_historical_handoff
v2_next_year_dk_20260826T203123Z_d53f3a7d,v2_next_year_expert_residual_v1,dk,061c542e-8017-5712-a630-4c4a362f5c00,00-0024275,Maurice Jones-Drew,2011,2012,RB,JAC,17.9625,-4.262455242556646,13.700044757443353,0.9473578545599471,0.03,0.9473578545599471,2009,2010,causal_historical_handoff
v2_next_year_dk_20260826T203123Z_d53f3a7d,v2_next_year_expert_residual_v1,dk,0623224c-bdb0-5400-8b65-39cb3c2197c4,00-0021999,Nate Burleson,2011,2012,WR,DET,8.98125,-2.1345196330447176,6.846730366955281,0.6962451812218309,0.2013888888888889,0.6962451812218309,2009,2010,causal_historical_handoff
v2_next_year_dk_20260826T203123Z_d53f3a7d,v2_next_year_expert_residual_v1,dk,06ff068f-6bcb-5b6f-b015-a7aad95aeddf,00-0026123,Evan Moore,2011,2012,TE,CLE,5.3875,-1.1302643885472563,4.257235611452744,0.7605426497717662,0.38,0.7605426497717662,2009,2010,causal_historical_handoff
v2_next_year_dk_20260826T203123Z_d53f3a7d,v2_next_year_expert_residual_v1,dk,070a032d-e19f-5afd-8aa2-5b49d2736619,00-0026143,Matt Ryan,2011,2012,QB,ATL,15.174999999999999,3.1156397687715187,18.290639768771516,0.9079605129623872,0.52,0.9079605129623872,2009,2010,causal_historical_handoff
