lock_version,model_run_id,player_key,gsis_id,display_name,season,position,team,historical_pred_fp_per_game,participation_lightgbm,v2_conditional_ppg_actual,v2_conditional_ppg_training_residual,point_center_source,joint_template_draw_required,independent_model_residual_draw_allowed,template_active_ppg_resid_recompute_required,template_center_available
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,00502395-b3d2-5e90-b01d-3851aec0df28,00-0025396,Ted Ginn,2017,WR,NO,9.893792709603181,0.9882292125707693,10.935714285714287,1.0419215761111058,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,0053563d-0973-574b-9a35-b89fa24517d1,00-0031594,Tony Lippett,2017,WR,MIA,4.400851651155393,0.1896213582773567,,,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,005a006f-f156-59fb-b793-a3390c49fe0c,00-0032045,Andrew Turzilli,2017,WR,NYG,4.520694343816035,0.21149783277388798,,,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,006d6e97-5088-5763-9fce-72ff5ff45d7e,00-0025430,Drew Stanton,2017,QB,ARI,15.912197387255864,0.43217029222849945,15.0625,-0.8496973872558637,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,00a6a682-73bd-5f39-bb7f-d879e8ad9295,00-0033799,Tyler Ferguson,2017,QB,TEN,12.548518869211465,0.11972876739540197,,,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,00b70d66-9113-53e9-a816-87b08a2ce268,,Jhurell Pressley,2017,RB,ATL,4.204200836279859,0.20749321528686587,,,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,00c3b184-dfb6-528e-8a29-fb34563c953e,00-0031768,Terrence Magee,2017,RB,SEA,4.152576597838155,0.22485666284156758,,,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,00e78b0e-b83e-5172-95f4-888a75977bb8,00-0028497,Kamar Aiken,2017,WR,IND,5.826566372398065,0.9223920376510965,2.2583333333333333,-3.5682330390647317,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,01116a05-438c-534f-a070-ba3de6f5a5d3,00-0027874,Demaryius Thomas,2017,WR,DEN,14.240824880699016,0.9913905411131094,12.613333333333335,-1.6274915473656808,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,01429bee-98f5-5f9a-bb7f-b7b74971c7b4,00-0033111,Pharoh Cooper,2017,WR,LAR,4.763974922890884,0.8591523703220747,1.5555555555555556,-3.2084193673353285,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,017db7bf-afdc-568a-aa35-36dd614ddca3,00-0031167,Scott Simonson,2017,TE,CAR,4.03693523799336,0.3940862872291573,,,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,01820a56-c8e7-57c0-995e-318666c64a66,00-0031992,Kenny Cook,2017,WR,KC,4.477257237961524,0.20259504326795622,,,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,01a82437-ea57-5c07-8ce6-ea632dee563c,00-0026035,Danny Amendola,2017,WR,NE,7.954746406734202,0.9561609555115139,9.328571428571427,1.3738250218372254,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,02309952-4f46-54bd-a025-4de5c26988fc,00-0032602,J.D. McKissic,2017,RB,SEA,4.525038807825868,0.20954664012087942,8.30909090909091,3.7840521012650425,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,02a4d7e0-01ef-59fd-8435-e298a02a6265,00-0031854,Chris Harper,2017,WR,NYJ,4.3973176808100005,0.2827075075605962,,,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,02c529f0-7a77-52ec-9c41-c418be8e793f,00-0032062,Blake Bell,2017,TE,SF,3.726746631071817,0.21025732683379655,1.6333333333333335,-2.0934132977384836,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,02e1fe8f-ad36-5898-b1c5-3a4615cdefcf,00-0030068,Marquise Goodwin,2017,WR,SF,7.54369929845727,0.9895371735763775,10.453333333333335,2.909634034876065,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,03651d35-e813-52ba-9b8d-3ca4dd4d24a0,00-0032355,Chester Rogers,2017,WR,IND,6.150271903284014,0.9743100184222988,5.811111111111111,-0.33916079217290296,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,03a021d9-fa9f-5db6-99fc-c79a23f269d5,00-0033387,Jacob Hollister,2017,TE,NE,4.192324769374754,0.23712402852333997,1.0875,-3.1048247693747544,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,03a8dae8-91af-5b7d-81f6-c5328b5a5aa6,00-0033627,Jason Croom,2017,TE,BUF,4.055085619972096,0.23712402852333997,,,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,03bdd287-ac06-5372-826c-afd703b25276,00-0034016,Josh Rounds,2017,RB,CHI,4.218978299435458,0.2508127701632033,,,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,03cd3c3b-8222-563f-9188-4bd9f4a7904b,00-0031273,Cameron Brate,2017,TE,TB,8.883479422867829,0.9933499697011212,9.093333333333334,0.2098539104655046,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,03dc36e1-aa05-5bfb-b935-ac69fc47db8b,00-0033958,Nathan Peterman,2017,QB,BUF,15.864299129086715,0.5178476506990384,-1.4499999999999995,-17.314299129086717,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,04bcf67b-94b7-5cae-8810-1732a6a7ae19,00-0032188,Vince Mayle,2017,WR,BAL,4.430494736034483,0.453489940980864,2.066666666666667,-2.3638280693678158,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,0522f961-1bec-5e53-853c-dab94cfbb5cb,00-0029665,Robert Griffin III,2017,QB,CLE,13.94572665964968,0.08239435610832858,,,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,054d96ca-d9fe-501b-a365-28d381151558,00-0032728,Tevin Jones,2017,WR,KC,4.496690330763378,0.20259504326795622,,,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,05914e88-c625-5225-8f1e-d634a85750ef,00-0030525,Tavon Austin,2017,WR,LAR,7.9444223264248075,0.993346911333926,3.069230769230769,-4.8751915571940385,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,059c440f-e95f-5b4b-80c3-5834d8c07519,00-0033714,Keeon Johnson,2017,WR,NYG,4.6063430615348215,0.34912569260517434,,,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,05e64b85-93ee-59dc-842a-fd6a4827a762,00-0030272,Jake Stoneburner,2017,TE,NO,4.1522468753986,0.19428993817483228,,,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T221217Z_4b1ef1de,0628e6be-e880-528c-99de-369cccf0f471,00-0033338,Cethan Carter,2017,TE,CIN,4.146013371299155,0.34912569260517434,0.0,-4.146013371299155,v2_conditional_ppg_2026_candidate_nffc_v1,1,0,1,1
