feature_name,slice_type,slice_value,n_rows,base_rmse,variant_rmse,delta_variant_minus_base
adp_best_teammate_gap,position,QB,380,3.5470321208517235,3.565082420978501,0.01805030012677733
adp_best_teammate_gap,position,RB,1016,3.5294922272328093,3.525809205671448,-0.003683021561361244
adp_best_teammate_gap,position,TE,802,2.318950121726822,2.3124382687375316,-0.0065118529892904675
adp_best_teammate_gap,position,WR,1503,3.1421187858309927,3.1448304402929548,0.0027116544619620875
adp_best_teammate_gap,season,2017,407,3.121174235267348,3.1009896465519353,-0.020184588715412843
adp_best_teammate_gap,season,2018,405,3.361650946749244,3.3797825710555007,0.01813162430625681
adp_best_teammate_gap,season,2019,387,3.2437935430003906,3.2437243232891597,-6.921971123086124e-05
adp_best_teammate_gap,season,2020,420,3.2173394023583635,3.223144171698918,0.0058047693405547385
adp_best_teammate_gap,season,2021,417,3.1016833822330367,3.087106163671599,-0.014577218561437899
adp_best_teammate_gap,season,2022,426,2.891152635539245,2.901251863131546,0.010099227592300863
adp_best_teammate_gap,season,2023,415,3.2254419477416056,3.2330805707695873,0.007638623027981684
adp_best_teammate_gap,season,2024,408,3.1776751715661558,3.1783729625636923,0.0006977909975365293
adp_best_teammate_gap,season,2025,416,2.949178206838924,2.949307526665666,0.00012931982674180276
adp_best_teammate_gap,history_depth,other_no_history,27,2.665959517651867,2.6645630476297426,-0.0013964700221245074
adp_best_teammate_gap,history_depth,rookie,532,3.4675191398656158,3.4647331393259275,-0.0027860005396882492
adp_best_teammate_gap,history_depth,second_year,568,3.2417641752409585,3.25919034265761,0.017426167416651595
adp_best_teammate_gap,history_depth,veteran_with_history,2574,3.05554059224912,3.053629415732741,-0.001911176516379065
adp_best_teammate_gap,provider_depth,one,119,2.9112188402146995,2.918740611493371,0.007521771278671707
adp_best_teammate_gap,provider_depth,three_plus,3047,3.2688548308495204,3.269784666613574,0.0009298357640536992
adp_best_teammate_gap,provider_depth,two,535,2.3768129772884925,2.376842185356735,2.9208068242692065e-05
adp_best_teammate_gap,provider_era,2017_2019,1199,3.243490424217579,3.243260889006247,-0.00022953521133173282
adp_best_teammate_gap,provider_era,2020_2022,1263,3.0721195707924958,3.072506472908531,0.0003869021160354258
adp_best_teammate_gap,provider_era,2023_plus,1239,3.1192979573047257,3.122220480958276,0.0029225236535501686
adp_mean_teammate_gap,position,QB,380,3.5470321208517235,3.5592205526022442,0.012188431750520756
adp_mean_teammate_gap,position,RB,1016,3.5294922272328093,3.5394193269026983,0.009927099669889028
adp_mean_teammate_gap,position,TE,802,2.318950121726822,2.3044247399196767,-0.014525381807145354
adp_mean_teammate_gap,position,WR,1503,3.1421187858309927,3.1403825688830165,-0.0017362169479762102
adp_mean_teammate_gap,season,2017,407,3.121174235267348,3.1274176031505814,0.0062433678832332085
adp_mean_teammate_gap,season,2018,405,3.361650946749244,3.373909815781245,0.01225886903200113
adp_mean_teammate_gap,season,2019,387,3.2437935430003906,3.231869101906262,-0.01192444109412838
adp_mean_teammate_gap,season,2020,420,3.2173394023583635,3.2122832479621652,-0.00505615439619822
adp_mean_teammate_gap,season,2021,417,3.1016833822330367,3.0983319445180615,-0.0033514377149752583
adp_mean_teammate_gap,season,2022,426,2.891152635539245,2.899696646536296,0.008544010997050933
adp_mean_teammate_gap,season,2023,415,3.2254419477416056,3.2296286718149174,0.004186724073311776
adp_mean_teammate_gap,season,2024,408,3.1776751715661558,3.166922164942175,-0.01075300662398071
adp_mean_teammate_gap,season,2025,416,2.949178206838924,2.962345861977329,0.01316765513840501
adp_mean_teammate_gap,history_depth,other_no_history,27,2.665959517651867,2.6617362251023575,-0.004223292549509594
adp_mean_teammate_gap,history_depth,rookie,532,3.4675191398656158,3.479886206717041,0.01236706685142508
adp_mean_teammate_gap,history_depth,second_year,568,3.2417641752409585,3.2540667318691288,0.012302556628170258
adp_mean_teammate_gap,history_depth,veteran_with_history,2574,3.05554059224912,3.0519442344321734,-0.0035963578169466714
adp_mean_teammate_gap,provider_depth,one,119,2.9112188402146995,2.9345374406248617,0.023318600410162205
adp_mean_teammate_gap,provider_depth,three_plus,3047,3.2688548308495204,3.271903513308825,0.0030486824593043416
adp_mean_teammate_gap,provider_depth,two,535,2.3768129772884925,2.359834768838168,-0.016978208450324495
adp_mean_teammate_gap,provider_era,2017_2019,1199,3.243490424217579,3.2459882587343265,0.0024978345167476768
adp_mean_teammate_gap,provider_era,2020_2022,1263,3.0721195707924958,3.071959590619683,-0.0001599801728127126
adp_mean_teammate_gap,provider_era,2023_plus,1239,3.1192979573047257,3.1213364929803706,0.002038535675644937
adp_room_strength_share,position,QB,380,3.5470321208517235,3.5606102043943837,0.013578083542660213
adp_room_strength_share,position,RB,1016,3.5294922272328093,3.5238715949451898,-0.005620632287619554
adp_room_strength_share,position,TE,802,2.318950121726822,2.3085644153299647,-0.01038570639685732
adp_room_strength_share,position,WR,1503,3.1421187858309927,3.1416595770423985,-0.0004592087885941787
adp_room_strength_share,season,2017,407,3.121174235267348,3.1146570290144924,-0.0065172062528557895
adp_room_strength_share,season,2018,405,3.361650946749244,3.3766418117097863,0.01499086496054236
adp_room_strength_share,season,2019,387,3.2437935430003906,3.224302441459377,-0.019491101541013744
adp_room_strength_share,season,2020,420,3.2173394023583635,3.2278163218497693,0.010476919491405834
adp_room_strength_share,season,2021,417,3.1016833822330367,3.0962356277869243,-0.005447754446112452
adp_room_strength_share,season,2022,426,2.891152635539245,2.878708326201167,-0.012444309338078163
adp_room_strength_share,season,2023,415,3.2254419477416056,3.225845696510414,0.00040374876880822086
adp_room_strength_share,season,2024,408,3.1776751715661558,3.1727749366076607,-0.004900234958495009
adp_room_strength_share,season,2025,416,2.949178206838924,2.9515635042457333,0.0023852974068092614
adp_room_strength_share,history_depth,other_no_history,27,2.665959517651867,2.6349785592437684,-0.03098095840809867
adp_room_strength_share,history_depth,rookie,532,3.4675191398656158,3.4659579873055733,-0.0015611525600425225
adp_room_strength_share,history_depth,second_year,568,3.2417641752409585,3.2463974627372365,0.004633287496278005
adp_room_strength_share,history_depth,veteran_with_history,2574,3.05554059224912,3.052145873284075,-0.0033947189650449516
adp_room_strength_share,provider_depth,one,119,2.9112188402146995,2.912287773393029,0.0010689331783293454
adp_room_strength_share,provider_depth,three_plus,3047,3.2688548308495204,3.267248560608548,-0.001606270240972485
