arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,bounded_triggers,bounded_swaps,bounded_rebuilds,guard_rejections,max_projected_slack,roster,salary_map
bounded_replan,2,0,buy,True,,276.0,22.0,0,0,11,8,0,0,31.982609231502863,Alec Pierce | Bhayshul Tuten | Blake Corum | Chase Brown | Chris Godwin Jr. | Jahmyr Gibbs | Jakobi Meyers | Jameson Williams | Jaylen Warren | Joe Burrow | Kyren Williams | Quentin Johnston | Sam LaPorta,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Blake Corum"": 12.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jameson Williams"": 16.0, ""Jaylen Warren"": 20.0, ""Joe Burrow"": 6.0, ""Kyren Williams"": 44.0, ""Quentin Johnston"": 4.0, ""Sam LaPorta"": 4.0}"
bounded_replan,2,0,pass,True,,284.0,14.0,0,0,10,10,0,0,23.982609231502863,Alec Pierce | Bhayshul Tuten | Bijan Robinson | Blake Corum | Chase Brown | Chris Godwin Jr. | Jakobi Meyers | Jalen Hurts | Jameson Williams | Kyren Williams | Quentin Johnston | Sam LaPorta | TreVeyon Henderson,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Blake Corum"": 12.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 5.0, ""Jakobi Meyers"": 4.0, ""Jalen Hurts"": 13.0, ""Jameson Williams"": 16.0, ""Kyren Williams"": 44.0, ""Quentin Johnston"": 4.0, ""Sam LaPorta"": 4.0, ""TreVeyon Henderson"": 26.0}"
bounded_replan,2,1,buy,True,,287.0,11.0,0,0,6,5,0,0,14.95596889199868,Bhayshul Tuten | Chase Brown | George Kittle | J.K. Dobbins | Jahmyr Gibbs | Jakobi Meyers | Jalen Hurts | Jaylen Warren | Kyren Williams | Matthew Golden | Michael Wilson | Quentin Johnston | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""George Kittle"": 2.0, ""J.K. Dobbins"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 6.0, ""Jalen Hurts"": 12.0, ""Jaylen Warren"": 16.0, ""Kyren Williams"": 54.0, ""Matthew Golden"": 4.0, ""Michael Wilson"": 9.0, ""Quentin Johnston"": 11.0, ""Wan'Dale Robinson"": 10.0}"
bounded_replan,2,1,pass,True,,284.0,14.0,0,0,10,13,0,0,104.32827000559374,Bhayshul Tuten | Carnell Tate | Chase Brown | Courtland Sutton | DJ Moore | De'Von Achane | George Kittle | Jalen Hurts | Jaylen Warren | Kyle Monangai | Kyren Williams | Michael Wilson | Quentin Johnston,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 21.0, ""Chase Brown"": 34.0, ""Courtland Sutton"": 11.0, ""DJ Moore"": 20.0, ""De'Von Achane"": 79.0, ""George Kittle"": 2.0, ""Jalen Hurts"": 12.0, ""Jaylen Warren"": 16.0, ""Kyle Monangai"": 4.0, ""Kyren Williams"": 54.0, ""Michael Wilson"": 9.0, ""Quentin Johnston"": 11.0}"
bounded_replan,2,2,buy,True,,294.0,4.0,0,0,6,7,0,0,35.50276701422746,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Dak Prescott | Emeka Egbuka | J.K. Dobbins | Jahmyr Gibbs | Jake Ferguson | Jakobi Meyers | Jayden Reed | Jonathon Brooks | Kyren Williams | Quentin Johnston,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 5.0, ""Dak Prescott"": 8.0, ""Emeka Egbuka"": 36.0, ""J.K. Dobbins"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 2.0, ""Jakobi Meyers"": 4.0, ""Jayden Reed"": 5.0, ""Jonathon Brooks"": 9.0, ""Kyren Williams"": 53.0, ""Quentin Johnston"": 8.0}"
bounded_replan,2,2,pass,True,,289.0,9.0,0,0,9,9,0,0,35.027634233267634,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | J.K. Dobbins | Jakobi Meyers | Jalen Hurts | Jayden Reed | Jaylen Warren | Kyren Williams | Quentin Johnston | Rome Odunze | Sam LaPorta,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 102.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 5.0, ""J.K. Dobbins"": 9.0, ""Jakobi Meyers"": 4.0, ""Jalen Hurts"": 15.0, ""Jayden Reed"": 5.0, ""Jaylen Warren"": 15.0, ""Kyren Williams"": 53.0, ""Quentin Johnston"": 8.0, ""Rome Odunze"": 18.0, ""Sam LaPorta"": 10.0}"
bounded_replan,2,3,buy,True,,274.0,24.0,0,0,11,12,0,0,53.07694348451787,Alec Pierce | Bhayshul Tuten | Blake Corum | Carnell Tate | Chase Brown | Dak Prescott | Emeka Egbuka | Jadarian Price | Jahmyr Gibbs | Jake Ferguson | Jonathon Brooks | Jordyn Tyson | Wan'Dale Robinson,"{""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Blake Corum"": 4.0, ""Carnell Tate"": 19.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 6.0, ""Emeka Egbuka"": 40.0, ""Jadarian Price"": 22.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 2.0, ""Jonathon Brooks"": 9.0, ""Jordyn Tyson"": 4.0, ""Wan'Dale Robinson"": 6.0}"
bounded_replan,2,3,pass,True,,271.0,27.0,0,0,13,12,0,0,54.4206636737257,Alec Pierce | Bhayshul Tuten | Bijan Robinson | Blake Corum | Chase Brown | Dak Prescott | Emeka Egbuka | Jadarian Price | Jake Ferguson | Jameson Williams | Jonathon Brooks | Jordyn Tyson | Wan'Dale Robinson,"{""Alec Pierce"": 7.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 99.0, ""Blake Corum"": 4.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 6.0, ""Emeka Egbuka"": 40.0, ""Jadarian Price"": 22.0, ""Jake Ferguson"": 2.0, ""Jameson Williams"": 27.0, ""Jonathon Brooks"": 9.0, ""Jordyn Tyson"": 4.0, ""Wan'Dale Robinson"": 6.0}"
bounded_replan,2,4,buy,True,,258.0,40.0,0,0,13,13,0,0,54.80105695636706,Bhayshul Tuten | Carnell Tate | Chase Brown | Jahmyr Gibbs | Kenny Gainwell | Luther Burden III | Patrick Mahomes | RJ Harvey | Rico Dowdle | Rome Odunze | Romeo Doubs | Sam LaPorta | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 13.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Kenny Gainwell"": 7.0, ""Luther Burden III"": 26.0, ""Patrick Mahomes"": 3.0, ""RJ Harvey"": 6.0, ""Rico Dowdle"": 8.0, ""Rome Odunze"": 25.0, ""Romeo Doubs"": 2.0, ""Sam LaPorta"": 9.0, ""Xavier Worthy"": 4.0}"
bounded_replan,2,4,pass,True,,288.0,10.0,0,0,4,5,0,0,51.38940408423264,Bhayshul Tuten | Bijan Robinson | Carnell Tate | Chase Brown | D'Andre Swift | Dalton Kincaid | Kenny Gainwell | Ladd McConkey | Michael Wilson | Patrick Mahomes | RJ Harvey | Xavier Worthy | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 100.0, ""Carnell Tate"": 13.0, ""Chase Brown"": 34.0, ""D'Andre Swift"": 33.0, ""Dalton Kincaid"": 2.0, ""Kenny Gainwell"": 7.0, ""Ladd McConkey"": 28.0, ""Michael Wilson"": 11.0, ""Patrick Mahomes"": 3.0, ""RJ Harvey"": 6.0, ""Xavier Worthy"": 4.0, ""Zay Flowers"": 36.0}"
bounded_replan,2,5,buy,True,,277.0,21.0,0,0,8,7,0,0,20.93933115304543,Alec Pierce | Bhayshul Tuten | Chase Brown | DK Metcalf | George Kittle | Jahmyr Gibbs | Jaxson Dart | Jayden Reed | Jaylen Warren | Jonathon Brooks | Kyren Williams | Quentin Johnston | Wan'Dale Robinson,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 7.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 4.0, ""Jayden Reed"": 2.0, ""Jaylen Warren"": 20.0, ""Jonathon Brooks"": 11.0, ""Kyren Williams"": 51.0, ""Quentin Johnston"": 8.0, ""Wan'Dale Robinson"": 9.0}"
