arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,max_projected_slack,roster,salary_map
slack_replan,6,0,buy,True,,293.0,5.0,3,2,6.232564982076724,Bhayshul Tuten | Bijan Robinson | Chase Brown | Jacory Croskey-Merritt | Jahmyr Gibbs | Jaxson Dart | Jordan Addison | Josh Downs | KC Concepcion | Kyle Pitts | Rashid Shaheed | Romeo Doubs | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Jacory Croskey-Merritt"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 2.0, ""Jordan Addison"": 3.0, ""Josh Downs"": 2.0, ""KC Concepcion"": 2.0, ""Kyle Pitts"": 11.0, ""Rashid Shaheed"": 2.0, ""Romeo Doubs"": 3.0, ""Zach Charbonnet"": 3.0}"
slack_replan,6,0,pass,True,,279.0,19.0,6,4,12.915418160267848,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Colston Loveland | Harold Fannin Jr. | Jacory Croskey-Merritt | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Jordan Addison | Makai Lemon | TreVeyon Henderson,"{""Alec Pierce"": 10.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 15.0, ""Colston Loveland"": 29.0, ""Harold Fannin Jr."": 11.0, ""Jacory Croskey-Merritt"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 19.0, ""Jaxson Dart"": 2.0, ""Jordan Addison"": 3.0, ""Makai Lemon"": 6.0, ""TreVeyon Henderson"": 24.0}"
slack_replan,6,1,buy,True,,296.0,2.0,1,1,7.323125359383766,Alec Pierce | Bhayshul Tuten | Bijan Robinson | Chase Brown | Chig Okonkwo | George Kittle | Jahmyr Gibbs | Jalen McMillan | Jayden Reed | Jordan Love | KC Concepcion | Makai Lemon | Tyler Allgeier,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen McMillan"": 2.0, ""Jayden Reed"": 7.0, ""Jordan Love"": 2.0, ""KC Concepcion"": 2.0, ""Makai Lemon"": 11.0, ""Tyler Allgeier"": 2.0}"
slack_replan,6,1,pass,True,,276.0,22.0,6,4,32.57285127992003,Alec Pierce | Bhayshul Tuten | Chase Brown | DK Metcalf | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Jaylen Warren | KC Concepcion | Quentin Johnston | Rhamondre Stevenson | TreVeyon Henderson,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 11.0, ""Harold Fannin Jr."": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 19.0, ""Jaxson Dart"": 5.0, ""Jaylen Warren"": 18.0, ""KC Concepcion"": 2.0, ""Quentin Johnston"": 7.0, ""Rhamondre Stevenson"": 16.0, ""TreVeyon Henderson"": 24.0}"
slack_replan,6,2,buy,True,,294.0,4.0,1,1,6.782932355535593,Bhayshul Tuten | Bijan Robinson | Bo Nix | Braelon Allen | Chase Brown | De'Zhaun Stribling | Jahmyr Gibbs | Jordan Addison | KC Concepcion | Kenyon Sadiq | Omar Cooper Jr. | Rashid Shaheed | Terrance Ferguson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 2.0, ""Braelon Allen"": 2.0, ""Chase Brown"": 34.0, ""De'Zhaun Stribling"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 7.0, ""KC Concepcion"": 6.0, ""Kenyon Sadiq"": 2.0, ""Omar Cooper Jr."": 3.0, ""Rashid Shaheed"": 2.0, ""Terrance Ferguson"": 7.0}"
slack_replan,6,2,pass,True,,267.0,31.0,7,3,28.550742717555238,Bhayshul Tuten | Bo Nix | Chase Brown | Chuba Hubbard | DK Metcalf | Denzel Boston | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | Jaylen Warren | Jordan Addison | Rashid Shaheed | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 14.0, ""DK Metcalf"": 13.0, ""Denzel Boston"": 2.0, ""Harold Fannin Jr."": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 24.0, ""Jaylen Warren"": 18.0, ""Jordan Addison"": 7.0, ""Rashid Shaheed"": 2.0, ""TreVeyon Henderson"": 22.0}"
slack_replan,6,3,buy,True,,296.0,2.0,1,0,3.89989723411918,Bhayshul Tuten | Bijan Robinson | Bo Nix | Cade Otton | Chase Brown | Germie Bernard | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Coker | Jordan Addison | Rashid Shaheed | Xavier Worthy | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 2.0, ""Cade Otton"": 2.0, ""Chase Brown"": 34.0, ""Germie Bernard"": 2.0, ""Harold Fannin Jr."": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Jordan Addison"": 7.0, ""Rashid Shaheed"": 3.0, ""Xavier Worthy"": 5.0, ""Zach Charbonnet"": 2.0}"
slack_replan,6,3,pass,True,,270.0,28.0,8,5,24.924759923851866,Bhayshul Tuten | Chase Brown | Christian Watson | DK Metcalf | Harold Fannin Jr. | J.K. Dobbins | Jadarian Price | Jahmyr Gibbs | Jaxson Dart | Jayden Reed | KC Concepcion | Makai Lemon | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 18.0, ""DK Metcalf"": 11.0, ""Harold Fannin Jr."": 10.0, ""J.K. Dobbins"": 8.0, ""Jadarian Price"": 24.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 5.0, ""Jayden Reed"": 4.0, ""KC Concepcion"": 4.0, ""Makai Lemon"": 9.0, ""TreVeyon Henderson"": 22.0}"
slack_replan,6,4,buy,True,,297.0,1.0,0,0,5.322377247522354,Bhayshul Tuten | Bijan Robinson | Chase Brown | Jahmyr Gibbs | Jaydon Blue | Jonah Coleman | Jordan Addison | Josh Downs | KC Concepcion | Makai Lemon | Patrick Mahomes | T.J. Hockenson | Terrance Ferguson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jaydon Blue"": 3.0, ""Jonah Coleman"": 2.0, ""Jordan Addison"": 5.0, ""Josh Downs"": 7.0, ""KC Concepcion"": 4.0, ""Makai Lemon"": 7.0, ""Patrick Mahomes"": 4.0, ""T.J. Hockenson"": 2.0, ""Terrance Ferguson"": 3.0}"
slack_replan,6,4,pass,True,,252.0,46.0,13,6,41.729279882689184,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Christian Watson | Dak Prescott | Jahmyr Gibbs | Jonathon Brooks | KC Concepcion | Makai Lemon | Mark Andrews | Marvin Harrison Jr. | RJ Harvey | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""Dak Prescott"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jonathon Brooks"": 8.0, ""KC Concepcion"": 4.0, ""Makai Lemon"": 7.0, ""Mark Andrews"": 2.0, ""Marvin Harrison Jr."": 20.0, ""RJ Harvey"": 8.0, ""TreVeyon Henderson"": 19.0}"
slack_replan,6,5,buy,True,,297.0,1.0,0,0,3.1864205152321574,Adonai Mitchell | Alec Pierce | Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Dalton Kincaid | Jahmyr Gibbs | Jordan James | KC Concepcion | Makai Lemon | Ty Johnson | Tyler Shough,"{""Adonai Mitchell"": 3.0, ""Alec Pierce"": 9.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan James"": 2.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 6.0, ""Ty Johnson"": 2.0, ""Tyler Shough"": 2.0}"
slack_replan,6,5,pass,True,,253.0,45.0,11,8,43.555302056377656,Alec Pierce | Bhayshul Tuten | Chase Brown | Chuba Hubbard | DK Metcalf | Dalton Kincaid | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | Jared Goff | Jordan Addison | Makai Lemon | TreVeyon Henderson,"{""Alec Pierce"": 9.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chuba Hubbard"": 15.0, ""DK Metcalf"": 8.0, ""Dalton Kincaid"": 2.0, ""Harold Fannin Jr."": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 21.0, ""Jared Goff"": 2.0, ""Jordan Addison"": 9.0, ""Makai Lemon"": 6.0, ""TreVeyon Henderson"": 18.0}"
slack_replan,6,6,buy,True,,295.0,3.0,0,0,4.223489276752844,Bhayshul Tuten | Bijan Robinson | Brian Robinson | Chase Brown | Dalton Kincaid | Jahmyr Gibbs | Jaxson Dart | Jayden Reed | Jordan Addison | Makai Lemon | Matthew Golden | Quentin Johnston | Ty Johnson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brian Robinson"": 2.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 2.0, ""Jayden Reed"": 3.0, ""Jordan Addison"": 6.0, ""Makai Lemon"": 7.0, ""Matthew Golden"": 6.0, ""Quentin Johnston"": 4.0, ""Ty Johnson"": 3.0}"
slack_replan,6,6,pass,True,,272.0,26.0,7,5,23.53334348396686,Alec Pierce | Bhayshul Tuten | Chase Brown | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Jaylen Warren | Jordan Addison | Kyle Monangai | Kyle Pitts | Makai Lemon | Quentin Johnston | TreVeyon Henderson,"{""Alec Pierce"": 13.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 21.0, ""Jaxson Dart"": 2.0, ""Jaylen Warren"": 22.0, ""Jordan Addison"": 6.0, ""Kyle Monangai"": 8.0, ""Kyle Pitts"": 10.0, ""Makai Lemon"": 7.0, ""Quentin Johnston"": 4.0, ""TreVeyon Henderson"": 24.0}"
slack_replan,6,7,buy,True,,296.0,2.0,1,1,9.314453826641113,Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Chase Brown | Hunter Henry | Jahmyr Gibbs | Jakobi Meyers | Jaxson Dart | Jordan Addison | KC Concepcion | Makai Lemon | Sam LaPorta | Seth McGowan,"{""Alvin Kamara"": 3.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Hunter Henry"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 8.0, ""Jaxson Dart"": 2.0, ""Jordan Addison"": 5.0, ""KC Concepcion"": 2.0, ""Makai Lemon"": 2.0, ""Sam LaPorta"": 10.0, ""Seth McGowan"": 2.0}"
slack_replan,6,7,pass,True,,267.0,31.0,11,6,23.75534897145843,Bhayshul Tuten | Chase Brown | Christian Watson | DK Metcalf | Jahmyr Gibbs | Jaxson Dart | Jaylen Warren | Jonathon Brooks | Jordan Addison | Makai Lemon | Marvin Harrison Jr. | Sam LaPorta | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""DK Metcalf"": 14.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 2.0, ""Jaylen Warren"": 19.0, ""Jonathon Brooks"": 11.0, ""Jordan Addison"": 5.0, ""Makai Lemon"": 2.0, ""Marvin Harrison Jr."": 15.0, ""Sam LaPorta"": 10.0, ""TreVeyon Henderson"": 24.0}"
slack_replan,6,8,buy,True,,294.0,4.0,1,0,5.734234536275665,Bhayshul Tuten | Bijan Robinson | Chase Brown | Demond Claiborne | Emmett Johnson | George Kittle | Jahmyr Gibbs | Jayden Reed | Makai Lemon | Omar Cooper Jr. | Patrick Mahomes | Travis Kelce | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Demond Claiborne"": 2.0, ""Emmett Johnson"": 2.0, ""George Kittle"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 7.0, ""Makai Lemon"": 8.0, ""Omar Cooper Jr."": 2.0, ""Patrick Mahomes"": 2.0, ""Travis Kelce"": 4.0, ""Tre Tucker"": 2.0}"
slack_replan,6,8,pass,True,,287.0,11.0,7,6,14.071449799819504,Alec Pierce | Bhayshul Tuten | Bo Nix | Chase Brown | Christian Watson | Harold Fannin Jr. | Jahmyr Gibbs | Jameson Williams | Jaylen Warren | Makai Lemon | Parker Washington | Rico Dowdle | TreVeyon Henderson,"{""Alec Pierce"": 8.0, ""Bhayshul Tuten"": 11.0, ""Bo Nix"": 3.0, ""Chase Brown"": 34.0, ""Christian Watson"": 14.0, ""Harold Fannin Jr."": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 22.0, ""Jaylen Warren"": 15.0, ""Makai Lemon"": 8.0, ""Parker Washington"": 15.0, ""Rico Dowdle"": 9.0, ""TreVeyon Henderson"": 25.0}"
slack_replan,6,9,buy,True,,296.0,2.0,0,0,4.700811490669707,Alvin Kamara | Bhayshul Tuten | Bijan Robinson | Chase Brown | Hunter Henry | Isaiah Likely | Jahmyr Gibbs | Jalen Nailor | Jordan Addison | Makai Lemon | Patrick Mahomes | RJ Harvey | Rashid Shaheed,"{""Alvin Kamara"": 3.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Hunter Henry"": 2.0, ""Isaiah Likely"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 2.0, ""Jordan Addison"": 5.0, ""Makai Lemon"": 6.0, ""Patrick Mahomes"": 4.0, ""RJ Harvey"": 6.0, ""Rashid Shaheed"": 1.0}"
slack_replan,6,9,pass,True,,273.0,25.0,7,6,22.107645907959864,Bhayshul Tuten | Chase Brown | Christian Watson | George Kittle | Jacory Croskey-Merritt | Jahmyr Gibbs | Jameson Williams | Jaxson Dart | Jaylen Warren | Jordan Addison | Josh Downs | Marvin Harrison Jr. | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 20.0, ""George Kittle"": 3.0, ""Jacory Croskey-Merritt"": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 25.0, ""Jaxson Dart"": 5.0, ""Jaylen Warren"": 12.0, ""Jordan Addison"": 5.0, ""Josh Downs"": 4.0, ""Marvin Harrison Jr."": 11.0, ""TreVeyon Henderson"": 25.0}"
slack_replan,6,10,buy,False,market_slots,294.0,4.0,0,0,3.5565796917869648,Bhayshul Tuten | Bijan Robinson | Chase Brown | DK Metcalf | George Kittle | J.K. Dobbins | Jahmyr Gibbs | Jayden Reed | Kimani Vidal | Makai Lemon | Sam Darnold | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 7.0, ""George Kittle"": 2.0, ""J.K. Dobbins"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 3.0, ""Kimani Vidal"": 2.0, ""Makai Lemon"": 9.0, ""Sam Darnold"": 2.0, ""Stefon Diggs"": 3.0}"
slack_replan,6,10,pass,True,,267.0,31.0,11,5,27.083311044814877,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | DK Metcalf | David Montgomery | George Kittle | J.K. Dobbins | Jahmyr Gibbs | Jameson Williams | Jayden Reed | Matthew Stafford | Stefon Diggs | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 12.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 7.0, ""David Montgomery"": 27.0, ""George Kittle"": 2.0, ""J.K. Dobbins"": 6.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 20.0, ""Jayden Reed"": 3.0, ""Matthew Stafford"": 3.0, ""Stefon Diggs"": 3.0, ""TreVeyon Henderson"": 29.0}"
slack_replan,6,11,buy,True,,295.0,3.0,1,0,3.267915750560576,Alec Pierce | Bhayshul Tuten | Bijan Robinson | Brian Robinson | Chase Brown | Dalton Kincaid | Deebo Samuel Sr. | Jacory Croskey-Merritt | Jahmyr Gibbs | Jalen McMillan | Justin Herbert | KC Concepcion | Matthew Golden,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brian Robinson"": 2.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Deebo Samuel Sr."": 7.0, ""Jacory Croskey-Merritt"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jalen McMillan"": 2.0, ""Justin Herbert"": 2.0, ""KC Concepcion"": 3.0, ""Matthew Golden"": 6.0}"
slack_replan,6,11,pass,True,,267.0,31.0,12,7,24.453524048522354,Alec Pierce | Bhayshul Tuten | Carnell Tate | Chase Brown | Christian Watson | DK Metcalf | Harold Fannin Jr. | Jacory Croskey-Merritt | Jahmyr Gibbs | Jameson Williams | Kyle Monangai | Lamar Jackson | RJ Harvey,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 14.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""DK Metcalf"": 9.0, ""Harold Fannin Jr."": 3.0, ""Jacory Croskey-Merritt"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 16.0, ""Kyle Monangai"": 7.0, ""Lamar Jackson"": 16.0, ""RJ Harvey"": 17.0}"
slack_replan,6,12,buy,True,,297.0,1.0,1,0,3.3540868753715927,Bhayshul Tuten | Bijan Robinson | Bo Nix | Calvin Ridley | Chase Brown | Chris Godwin Jr. | Jahmyr Gibbs | Jake Ferguson | Jordan Addison | Josh Downs | Matthew Golden | Tyrone Tracy Jr. | Woody Marks,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 2.0, ""Calvin Ridley"": 2.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 6.0, ""Jordan Addison"": 3.0, ""Josh Downs"": 3.0, ""Matthew Golden"": 6.0, ""Tyrone Tracy Jr."": 3.0, ""Woody Marks"": 4.0}"
slack_replan,6,12,pass,True,,279.0,19.0,8,7,15.141302763933425,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chris Godwin Jr. | George Kittle | Jahmyr Gibbs | Jalen Hurts | Kenny Gainwell | Kyren Williams | Matthew Golden | Quentin Johnston | RJ Harvey | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 13.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 12.0, ""Kenny Gainwell"": 5.0, ""Kyren Williams"": 52.0, ""Matthew Golden"": 6.0, ""Quentin Johnston"": 12.0, ""RJ Harvey"": 9.0, ""Wan'Dale Robinson"": 5.0}"
slack_replan,6,13,buy,True,,296.0,2.0,4,3,8.555664100120055,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dallas Goedert | Jahmyr Gibbs | Jared Goff | Jaydon Blue | Josh Downs | KC Concepcion | Makai Lemon | Matthew Golden | Pat Bryant | Quentin Johnston,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 3.0, ""Jaydon Blue"": 3.0, ""Josh Downs"": 4.0, ""KC Concepcion"": 3.0, ""Makai Lemon"": 7.0, ""Matthew Golden"": 3.0, ""Pat Bryant"": 2.0, ""Quentin Johnston"": 9.0}"
slack_replan,6,13,pass,True,,264.0,34.0,8,5,28.752720359230864,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Dak Prescott | Dallas Goedert | Jahmyr Gibbs | Josh Downs | KC Concepcion | Kenny Gainwell | Kyren Williams | Luther Burden III | Matthew Golden | RJ Harvey,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 6.0, ""Dak Prescott"": 5.0, ""Dallas Goedert"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Josh Downs"": 4.0, ""KC Concepcion"": 3.0, ""Kenny Gainwell"": 10.0, ""Kyren Williams"": 46.0, ""Luther Burden III"": 17.0, ""Matthew Golden"": 3.0, ""RJ Harvey"": 13.0}"
slack_replan,6,14,buy,True,,294.0,4.0,4,4,8.289154934777855,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Kincaid | George Kittle | Jahmyr Gibbs | Jaxson Dart | Jayden Reed | Josh Downs | Kaytron Allen | Makai Lemon | Tre Harris | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 5.0, ""George Kittle"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 2.0, ""Jayden Reed"": 8.0, ""Josh Downs"": 2.0, ""Kaytron Allen"": 2.0, ""Makai Lemon"": 5.0, ""Tre Harris"": 2.0, ""Zach Charbonnet"": 5.0}"
slack_replan,6,14,pass,True,,278.0,20.0,7,5,17.13411600939031,Bhayshul Tuten | Chase Brown | George Kittle | Jahmyr Gibbs | Jayden Reed | Jordan Addison | Josh Downs | Josh Jacobs | Kyle Monangai | Kyle Pitts | Lamar Jackson | Makai Lemon | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""George Kittle"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 8.0, ""Jordan Addison"": 5.0, ""Josh Downs"": 2.0, ""Josh Jacobs"": 50.0, ""Kyle Monangai"": 5.0, ""Kyle Pitts"": 9.0, ""Lamar Jackson"": 16.0, ""Makai Lemon"": 5.0, ""Tony Pollard"": 20.0}"
slack_replan,6,15,buy,True,,295.0,3.0,1,0,4.0914672492842215,Bhayshul Tuten | Bijan Robinson | Brenton Strange | Brian Robinson | Brock Purdy | Chase Brown | Chris Godwin Jr. | Germie Bernard | Jahmyr Gibbs | Jalen Coker | Rashid Shaheed | Stefon Diggs | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brenton Strange"": 2.0, ""Brian Robinson"": 2.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 8.0, ""Germie Bernard"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 5.0, ""Rashid Shaheed"": 2.0, ""Stefon Diggs"": 8.0, ""Zach Charbonnet"": 4.0}"
slack_replan,6,15,pass,True,,295.0,3.0,7,3,6.072749213601696,Bhayshul Tuten | Chase Brown | Christian Watson | Dalton Kincaid | J.K. Dobbins | Jacory Croskey-Merritt | Jahmyr Gibbs | Jordan Addison | Lamar Jackson | Matthew Golden | Michael Wilson | RJ Harvey | Tetairoa McMillan,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 16.0, ""Dalton Kincaid"": 8.0, ""J.K. Dobbins"": 12.0, ""Jacory Croskey-Merritt"": 14.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 9.0, ""Lamar Jackson"": 18.0, ""Matthew Golden"": 4.0, ""Michael Wilson"": 7.0, ""RJ Harvey"": 13.0, ""Tetairoa McMillan"": 39.0}"
slack_replan,6,16,buy,True,,294.0,4.0,1,1,6.233177593207358,Aaron Jones | Bhayshul Tuten | Bijan Robinson | Cade Otton | Chase Brown | Dylan Sampson | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jared Goff | Jordan Addison | Michael Wilson | Rashid Shaheed,"{""Aaron Jones"": 7.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Cade Otton"": 2.0, ""Chase Brown"": 34.0, ""Dylan Sampson"": 2.0, ""George Kittle"": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jared Goff"": 2.0, ""Jordan Addison"": 6.0, ""Michael Wilson"": 6.0, ""Rashid Shaheed"": 2.0}"
slack_replan,6,16,pass,True,,282.0,16.0,12,6,20.64395576868469,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Colston Loveland | Jahmyr Gibbs | Jonathon Brooks | Kyle Pitts | Lamar Jackson | Makai Lemon | Michael Wilson | RJ Harvey | Rome Odunze | Tony Pollard,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 7.0, ""Colston Loveland"": 22.0, ""Jahmyr Gibbs"": 110.0, ""Jonathon Brooks"": 7.0, ""Kyle Pitts"": 12.0, ""Lamar Jackson"": 18.0, ""Makai Lemon"": 7.0, ""Michael Wilson"": 6.0, ""RJ Harvey"": 10.0, ""Rome Odunze"": 21.0, ""Tony Pollard"": 17.0}"
slack_replan,6,17,buy,True,,295.0,3.0,0,0,2.28071106063328,Adonai Mitchell | Bhayshul Tuten | Bijan Robinson | Brenton Strange | Chase Brown | Dylan Sampson | Jahmyr Gibbs | Jakobi Meyers | Jaxson Dart | Jaydon Blue | Travis Kelce | Tre Harris | Wan'Dale Robinson,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brenton Strange"": 2.0, ""Chase Brown"": 34.0, ""Dylan Sampson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 9.0, ""Jaxson Dart"": 2.0, ""Jaydon Blue"": 2.0, ""Travis Kelce"": 5.0, ""Tre Harris"": 2.0, ""Wan'Dale Robinson"": 9.0}"
