arm,variation,path_index,branch,complete,failure_reason,roster_spend,unused_salary,full_replans,budget_replans,max_projected_slack,roster,salary_map
slack_replan,1,0,buy,True,,297.0,1.0,1,0,4.029734301722669,Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jaylin Noel | Jordan Addison | Josh Downs | Makai Lemon | Matthew Golden | Tyrone Tracy Jr.,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 3.0, ""Chase Brown"": 34.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 2.0, ""Jaylin Noel"": 2.0, ""Jordan Addison"": 6.0, ""Josh Downs"": 7.0, ""Makai Lemon"": 5.0, ""Matthew Golden"": 7.0, ""Tyrone Tracy Jr."": 3.0}"
slack_replan,1,0,pass,True,,289.0,9.0,5,5,9.909914753124838,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Harold Fannin Jr. | Jahmyr Gibbs | Jalen Hurts | Jaylen Waddle | Jonathon Brooks | Makai Lemon | Michael Pittman | Rachaad White | Tony Pollard,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 16.0, ""Harold Fannin Jr."": 13.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 14.0, ""Jaylen Waddle"": 31.0, ""Jonathon Brooks"": 10.0, ""Makai Lemon"": 5.0, ""Michael Pittman"": 9.0, ""Rachaad White"": 6.0, ""Tony Pollard"": 19.0}"
slack_replan,1,1,buy,True,,293.0,5.0,5,3,6.33365519415446,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Deebo Samuel Sr. | George Kittle | Jahmyr Gibbs | Jake Ferguson | Jakobi Meyers | Jayden Reed | Rachaad White | Ray Davis | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 3.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 2.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jake Ferguson"": 3.0, ""Jakobi Meyers"": 6.0, ""Jayden Reed"": 2.0, ""Rachaad White"": 6.0, ""Ray Davis"": 2.0, ""Wan'Dale Robinson"": 7.0}"
slack_replan,1,1,pass,True,,283.0,15.0,5,3,13.29933254386333,Alec Pierce | Bhayshul Tuten | Chase Brown | Christian Watson | Harold Fannin Jr. | Jadarian Price | Jahmyr Gibbs | Jalen Hurts | Jayden Reed | Jaylen Warren | Jordan Addison | Rachaad White | Rome Odunze,"{""Alec Pierce"": 13.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""Harold Fannin Jr."": 12.0, ""Jadarian Price"": 21.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 11.0, ""Jayden Reed"": 2.0, ""Jaylen Warren"": 20.0, ""Jordan Addison"": 9.0, ""Rachaad White"": 6.0, ""Rome Odunze"": 22.0}"
slack_replan,1,2,buy,True,,291.0,7.0,3,3,6.482545781521026,Bhayshul Tuten | Bijan Robinson | Chase Brown | Denzel Boston | Jahmyr Gibbs | Jared Goff | Jordan Addison | Josh Downs | KC Concepcion | Kyle Pitts | Makai Lemon | Stefon Diggs | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Denzel Boston"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Jordan Addison"": 6.0, ""Josh Downs"": 4.0, ""KC Concepcion"": 2.0, ""Kyle Pitts"": 4.0, ""Makai Lemon"": 4.0, ""Stefon Diggs"": 2.0, ""Zach Charbonnet"": 5.0}"
slack_replan,1,2,pass,True,,261.0,37.0,9,6,34.7724325702975,Bhayshul Tuten | Chase Brown | Emeka Egbuka | Jahmyr Gibbs | Jared Goff | Jordan Addison | Josh Downs | Kyle Pitts | Makai Lemon | Rhamondre Stevenson | Rico Dowdle | Stefon Diggs | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Emeka Egbuka"": 29.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Jordan Addison"": 6.0, ""Josh Downs"": 4.0, ""Kyle Pitts"": 4.0, ""Makai Lemon"": 4.0, ""Rhamondre Stevenson"": 23.0, ""Rico Dowdle"": 14.0, ""Stefon Diggs"": 2.0, ""TreVeyon Henderson"": 18.0}"
slack_replan,1,3,buy,True,,293.0,5.0,0,0,3.501542549184421,Bhayshul Tuten | Bijan Robinson | Chase Brown | Devaughn Vele | Jahmyr Gibbs | Jakobi Meyers | Jaydon Blue | Jerry Jeudy | Josh Downs | Keenan Allen | Kenyon Sadiq | Khalil Shakir | Matthew Stafford,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Devaughn Vele"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""Jaydon Blue"": 4.0, ""Jerry Jeudy"": 2.0, ""Josh Downs"": 3.0, ""Keenan Allen"": 3.0, ""Kenyon Sadiq"": 2.0, ""Khalil Shakir"": 5.0, ""Matthew Stafford"": 5.0}"
slack_replan,1,3,pass,True,,283.0,15.0,10,4,14.295444281680943,Alec Pierce | Bhayshul Tuten | Carnell Tate | Chase Brown | Christian Watson | DK Metcalf | J.K. Dobbins | Jahmyr Gibbs | Jalen Hurts | Jonathon Brooks | Kenyon Sadiq | Rachaad White | Rome Odunze,"{""Alec Pierce"": 10.0, ""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 16.0, ""Chase Brown"": 34.0, ""Christian Watson"": 20.0, ""DK Metcalf"": 17.0, ""J.K. Dobbins"": 10.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 13.0, ""Jonathon Brooks"": 11.0, ""Kenyon Sadiq"": 2.0, ""Rachaad White"": 8.0, ""Rome Odunze"": 21.0}"
slack_replan,1,4,buy,True,,293.0,5.0,1,1,5.26256468040026,Bhayshul Tuten | Bijan Robinson | Bo Nix | Chase Brown | Dallas Goedert | Devaughn Vele | Jahmyr Gibbs | Jordan Addison | Josh Downs | Pat Freiermuth | Seth McGowan | Tank Bigsby | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Bo Nix"": 2.0, ""Chase Brown"": 34.0, ""Dallas Goedert"": 3.0, ""Devaughn Vele"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 5.0, ""Josh Downs"": 8.0, ""Pat Freiermuth"": 2.0, ""Seth McGowan"": 4.0, ""Tank Bigsby"": 2.0, ""Xavier Worthy"": 5.0}"
slack_replan,1,4,pass,True,,276.0,22.0,10,5,21.4484346872012,Alec Pierce | Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Harold Fannin Jr. | J.K. Dobbins | Jahmyr Gibbs | Jaylen Warren | Jordan Addison | Luther Burden III | Matthew Stafford | Michael Pittman | Tony Pollard,"{""Alec Pierce"": 13.0, ""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 11.0, ""Chase Brown"": 34.0, ""Harold Fannin Jr."": 10.0, ""J.K. Dobbins"": 12.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Warren"": 16.0, ""Jordan Addison"": 5.0, ""Luther Burden III"": 25.0, ""Matthew Stafford"": 5.0, ""Michael Pittman"": 10.0, ""Tony Pollard"": 14.0}"
slack_replan,1,5,buy,True,,294.0,4.0,0,0,4.277996666316994,Bhayshul Tuten | Bijan Robinson | Calvin Ridley | Chase Brown | Dalton Schultz | Deebo Samuel Sr. | George Kittle | Jahmyr Gibbs | Jared Goff | Jordan Addison | Makai Lemon | Quentin Johnston | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Calvin Ridley"": 2.0, ""Chase Brown"": 34.0, ""Dalton Schultz"": 3.0, ""Deebo Samuel Sr."": 4.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 2.0, ""Jordan Addison"": 4.0, ""Makai Lemon"": 6.0, ""Quentin Johnston"": 9.0, ""Zach Charbonnet"": 2.0}"
slack_replan,1,5,pass,True,,272.0,26.0,12,9,25.438340638159616,Alec Pierce | Bhayshul Tuten | Carnell Tate | Chase Brown | Christian Watson | George Kittle | Jahmyr Gibbs | Jalen Hurts | Jaylen Waddle | Rachaad White | Rico Dowdle | Rome Odunze | Wan'Dale Robinson,"{""Alec Pierce"": 10.0, ""Bhayshul Tuten"": 11.0, ""Carnell Tate"": 20.0, ""Chase Brown"": 34.0, ""Christian Watson"": 10.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Hurts"": 10.0, ""Jaylen Waddle"": 20.0, ""Rachaad White"": 9.0, ""Rico Dowdle"": 9.0, ""Rome Odunze"": 21.0, ""Wan'Dale Robinson"": 6.0}"
