player_key,season,pff_te_source_season,pff_te_routes,pff_te_receptions,pff_te_mtf_per_reception_raw,pff_te_yac_per_route_raw,pff_te_mtf_reliability,pff_te_yac_reliability,pff_te_receiver_available,pff_te_mtf_per_reception_centered,pff_te_yac_per_route_centered,match_pff_te_mtf_per_reception,match_pff_te_yac_per_route,pff_te_log_routes,pff_te_log_receptions
004e86d8-47ce-597e-a775-21216313a2d1,2008,2007,8,2,0.0,1.25,0.09090909090909091,0.07407407407407407,1.0,-0.009311562224183584,0.05665803762432081,0.47588126159554733,0.5355702236890356,2.1972245773362196,1.0986122886681098
03a857d5-d190-5c96-99ed-44ec4b0431fe,2008,2007,405,44,0.13636363636363635,0.6024691358024692,0.6875,0.801980198019802,1.0,0.02333131067961164,0.09411449645737374,0.6894132653061225,0.6865993530046074,6.0063531596017325,3.8066624897703196
0ccb819e-3ca4-5dce-8722-119fd58133a7,2008,2007,423,57,0.10526315789473684,0.6217494089834515,0.7402597402597403,0.8087954110898662,1.0,0.0020993569537258727,0.11050807620207209,0.628412403922608,0.7042008216117979,6.049733455231958,4.060443010546419
1004af7c-ede1-5127-94d9-3c81dad2469a,2008,2007,27,4,0.5,0.6666666666666666,0.16666666666666666,0.2125984251968504,1.0,0.0662621359223301,0.038597281213109624,0.5816326530612245,0.5663054494425821,3.332204510175204,1.6094379124341003
11e67640-f95f-5e11-90c0-1a556379f9c7,2008,2007,390,34,0.0,0.23846153846153847,0.6296296296296297,0.7959183673469388,1.0,-0.06449119021934556,-0.19631720797541063,0.33295540438397586,0.3226914528187513,5.968707559985366,3.5553480614894135
1c7a8816-c3ac-5a9e-9a74-8cada01a8d6a,2008,2007,178,17,0.058823529411764705,0.8426966292134831,0.4594594594594595,0.6402877697841727,1.0,-0.0200341117816846,0.22895418852965027,0.5421952564809708,0.7757675048080348,5.187385805840755,2.8903717578961645
1cc538c5-3f7a-5af3-8035-72fd9c87a3f6,2008,2007,21,2,0.0,0.23809523809523808,0.09090909090909091,0.17355371900826447,1.0,-0.009311562224183584,-0.04287145730169478,0.47588126159554733,0.45961868914164145,3.091042453358316,1.0986122886681098
1db72e3e-7312-51f5-992d-95652176c0a3,2008,2007,134,18,0.1111111111111111,0.35074626865671643,0.47368421052631576,0.5726495726495726,1.0,0.004113438937148689,-0.07694705101540061,0.6015037593984962,0.44613692138444616,4.90527477843843,2.9444389791664403
21bd0736-2ee6-5948-aec1-d5f08768ba18,2008,2007,396,39,0.05128205128205128,0.4065656565656566,0.6610169491525424,0.7983870967741935,1.0,-0.033807799901267074,-0.06271397350883312,0.5404704254583189,0.4960475886298307,5.983936280687191,3.6888794541139363
2364b24d-493f-5cb0-999a-c30e5d809f19,2008,2007,154,13,0.0,0.2922077922077922,0.3939393939393939,0.6062992125984252,1.0,-0.040350102971462194,-0.11696039283085491,0.39548546691403835,0.40095111873392064,5.043425116919247,2.6390573296152584
24e0479e-1ace-596b-955c-9ebf30c06678,2008,2007,156,16,0.0625,0.5064102564102564,0.4444444444444444,0.609375,1.0,-0.017745415318230845,0.012975887643826234,0.5453514739229025,0.5995513613861386,5.056245805348308,2.833213344056216
26057096-7fff-500d-82e8-4b3943e0e5f9,2008,2007,317,27,0.07407407407407407,0.38170347003154576,0.574468085106383,0.7601918465227818,1.0,-0.01628795703367074,-0.07861373617918305,0.5762049500651325,0.46613006624403447,5.762051382780177,3.332204510175204
2657ecec-ebeb-584c-9260-64b141d84384,2008,2007,136,10,0.2,0.41911764705882354,0.3333333333333333,0.576271186440678,1.0,0.032524271844660196,-0.03803323271926734,0.6377551020408163,0.5199697935895284,4.919980925828125,2.3978952727983707
2af7b50f-cad3-510b-8e81-b4ccd9fb49a7,2008,2007,457,52,0.2692307692307692,0.3347921225382932,0.7222222222222222,0.8204667863554758,1.0,0.12046925566343039,-0.12333615238196244,0.8242630385487528,0.41470394795314364,6.126869184114185,3.970291913552122
32c3118b-3966-5564-ae90-4ab5b3572d42,2008,2007,475,75,0.04,0.6357894736842106,0.7894736842105263,0.8260869565217391,1.0,-0.04928461931527849,0.12446898481035978,0.5120837808807733,0.7331037451571244,6.16541785423142,4.330733340286331
34900f41-2470-5af0-a4f0-b23d70fc4158,2008,2007,20,3,0.0,0.85,0.13043478260869565,0.16666666666666666,1.0,-0.013360067539046006,0.06081391798805508,0.4653948535936114,0.5734323432343235,3.044522437723423,1.3862943611198906
362d777e-5c3e-53c0-81cb-8304b392c691,2008,2007,365,47,0.10638297872340426,0.6301369863013698,0.7014925373134329,0.7849462365591398,1.0,0.0027749601507027905,0.11383329116954949,0.6288455680779774,0.7137229852017459,5.902633333401366,3.871201010907891
3edc1d2c-a167-5b13-8e44-33ee81216781,2008,2007,354,42,0.16666666666666666,0.7796610169491526,0.6774193548387096,0.7797356828193832,1.0,0.04351706858753521,0.2296668762260548,0.7350230414746544,0.7895058228289789,5.872117789475416,3.7612001156935624
440ea11e-4a81-56c3-a4b3-c1b98e706346,2008,2007,301,37,0.21621621621621623,0.39867109634551495,0.6491228070175439,0.7506234413965087,1.0,0.07386305569749615,-0.0648879404328494,0.7781954887218046,0.48885212710797266,5.71042701737487,3.6375861597263857
491a855a-9c5f-5d67-b12e-75f109b518fd,2008,2007,472,63,0.07936507936507936,0.461864406779661,0.7590361445783133,0.8251748251748252,1.0,-0.01750497134167739,-0.019187035415783482,0.608433734939759,0.5776154538530776,6.159095388491933,4.1588830833596715
51887aa4-854d-5528-b8c3-b8b126779593,2008,2007,120,17,0.0,0.6166666666666667,0.4594594594594595,0.5454545454545454,1.0,-0.04706113880871163,0.0717546406881801,0.3781025923883067,0.6323132313231323,4.795790545596741,2.8903717578961645
58319581-dfa8-5f71-a518-bb40ca4c7bae,2008,2007,33,0,,0.0,0.0,0.24812030075187969,1.0,0.0,-0.12036724991251957,0.5,0.3845380778679372,3.5263605246161616,0.0
5a7ca945-ca12-59fa-b246-b17c837408e7,2008,2007,80,5,0.0,0.1625,0.2,0.4444444444444444,1.0,-0.02048543689320388,-0.1433851075874088,0.4469387755102041,0.35698569856985696,4.394449154672439,1.791759469228055
